orig,hira,kana,hepburn,kunrei,passport
独言,どくげん,ドクゲン,dokugen,dokugen,dokugen
独裁,どくさい,ドクサイ,dokusai,dokusai,dokusai
毒殺,どくさつ,ドクサツ,dokusatsu,dokusatu,dokusatsu
毒死,どくし,ドクシ,dokushi,dokusi,dokushi
特写,とくしゃ,トクシャ,tokusha,tokusya,tokusha
特赦,とくしゃ,トクシャ,tokusha,tokusya,tokusha
特修,とくしゅう,トクシュウ,tokushuu,tokusyuu,tokushuu
特輯,とくしゅう,トクシュウ,tokushuu,tokusyuu,tokushuu
特集,とくしゅう,トクシュウ,tokushuu,tokusyuu,tokushuu
読書,どくしょ,ドクショ,dokusho,dokusyo,dokusho
特称,とくしょう,トクショウ,tokushou,tokusyou,tokushou
特賞,とくしょう,トクショウ,tokushou,tokusyou,tokushou
独唱,どくしょう,ドクショウ,dokushou,dokusyou,dokushou
読誦,どくしょう,ドクショウ,dokushou,dokusyou,dokushou
涜職,とくしょく,トクショク,tokushoku,tokusyoku,tokushoku
瀆職,とくしょく,トクショク,tokushoku,tokusyoku,tokushoku
得心,とくしん,トクシン,tokushin,tokusin,tokushin
瀆神,とくしん,トクシン,tokushin,tokusin,tokushin
特進,とくしん,トクシン,tokushin,tokusin,tokushin
篤信,あつのぶ,アツノブ,atsunobu,atunobu,atsunobu
特設,とくせつ,トクセツ,tokusetsu,tokusetu,tokusetsu
独創,どくそう,ドクソウ,dokusou,dokusou,dokuso
独奏,どくそう,ドクソウ,dokusou,dokusou,dokuso
独走,どくそう,ドクソウ,dokusou,dokusou,dokuso
督促,とくそく,トクソク,tokusoku,tokusoku,tokusoku
独断専行,どくだんせんこう,ドクダンセンコウ,dokudansenkou,dokudansenkou,dokudansenko
特注,とくちゅう,トクチュウ,tokuchuu,tokutyuu,tokuchu
特定,とくてい,トクテイ,tokutei,tokutei,tokutei
得点,とくてん,トクテン,tokuten,tokuten,tokuten
得度,とくど,トクド,tokudo,tokudo,tokudo
得道,とくどう,トクドウ,tokudou,tokudou,tokudou
読破,どくは,ドクハ,dokuha,dokuha,dokuha
特売,とくばい,トクバイ,tokubai,tokubai,tokubai
独白,どくはく,ドクハク,dokuhaku,dokuhaku,dokuhaku
特発,とくはつ,トクハツ,tokuhatsu,tokuhatu,tokuhatsu
得票,とくひょう,トクヒョウ,tokuhyou,tokuhyou,tokuhyou
毒味,どくみ,ドクミ,dokumi,dokumi,dokumi
毒見,どくみ,ドクミ,dokumi,dokumi,dokumi
独立,どくりつ,ドクリツ,dokuritsu,dokuritu,dokuritsu
独立独歩,どくりつどっぽ,ドクリツドッポ,dokuritsudoppo,dokuritudoppo,dokuritsudoppo
読了,どくりょう,ドクリョウ,dokuryou,dokuryou,dokuryou
督励,とくれい,トクレイ,tokurei,tokurei,tokurei
土下座,どげざ,ドゲザ,dogeza,dogeza,dogeza
吐血,とけつ,トケツ,toketsu,toketu,toketsu
とこいり,とこいり,トコイリ,tokoiri,tokoiri,tokoiri
渡航,とこう,トコウ,tokou,tokou,toko
土工,どこう,ドコウ,dokou,dokou,doko
怒号,どごう,ドゴウ,dogou,dogou,dogou
屠殺,とさつ,トサツ,tosatsu,tosatu,tosatsu
徒死,とし,トシ,toshi,tosi,toshi
都市化,としか,トシカ,toshika,tosika,toshika
とじまり,とじまり,トジマリ,tojimari,tozimari,tojimari
吐瀉,としゃ,トシャ,tosha,tosya,tosha
徒手,としゅ,トシュ,toshu,tosyu,toshu
徒渉,としょう,トショウ,toshou,tosyou,toshou
渡渉,としょう,トショウ,toshou,tosyou,toshou
登城,とじょう,トジョウ,tojou,tojou,tojou
徒食,としょく,トショク,toshoku,tosyoku,toshoku
杜絶,とぜつ,トゼツ,tozetsu,tozetu,tozetsu
途絶,とぜつ,トゼツ,tozetsu,tozetu,tozetsu
塗装,とそう,トソウ,tosou,tosou,toso
土葬,どそう,ドソウ,dosou,dosou,doso
トタン,とたん,トタン,totan,totan,totan
塗炭,とたん,トタン,totan,totan,totan
土着,どちゃく,ドチャク,dochaku,dotyaku,dochaku
徒長,とちょう,トチョウ,tochou,totyou,tocho
徳化,とっか,トッカ,tokka,tokka,tokka
読過,どっか,ドッカ,dokka,dokka,dokka
読解,どくかい,ドクカイ,dokukai,dokukai,dokukai
吶喊,とっかん,トッカン,tokkan,tokkan,tokkan
突貫,とっかん,トッカン,tokkan,tokkan,tokkan
特記,とっき,トッキ,tokki,tokki,tokki
突起,とっき,トッキ,tokki,tokki,tokki
独居,どっきょ,ドッキョ,dokkyo,dokkyo,dokkyo
突撃,とつげき,トツゲキ,totsugeki,totugeki,totsugeki
特効,とっこう,トッコウ,tokkou,tokkou,tokkou
独行,どっこう,ドッコウ,dokkou,dokkou,dokkou
突出,とっしゅつ,トッシュツ,tosshutsu,tossyutu,tosshutsu
突進,とっしん,トッシン,tosshin,tossin,tosshin
突然死,とつぜんし,トツゼンシ,totsuzenshi,totuzensi,totsuzenshi
突入,とつにゅう,トツニュウ,totsunyuu,totunyuu,totsunyuu
突破,とっぱ,トッパ,toppa,toppa,toppa
突発,とっぱつ,トッパツ,toppatsu,toppatu,toppatsu
独歩,どっぽ,ドッポ,doppo,doppo,doppo
登坂,とはん,トハン,tohan,tohan,tohan
徒費,とひ,トヒ,tohi,tohi,tohi
渡米,とべい,トベイ,tobei,tobei,tobei
ともかせぎ,ともかせぎ,トモカセギ,tomokasegi,tomokasegi,tomokasegi
ともばたらき,ともばたらき,トモバタラキ,tomobataraki,tomobataraki,tomobataraki
渡来,とらい,トライ,torai,torai,torai
ドライブ,どらいぶ,ドライブ,doraibu,doraibu,doraibu
ドライヤー,どらいやー,ドライヤー,doraiyaa,doraiyaa,doraiyaa
ドラッグ,どらっぐ,ドラッグ,doraggu,doraggu,doraggu
トランジット,とらんじっと,トランジット,toranjitto,toranzitto,toranjitto
とりあつかい,とりあつかい,トリアツカイ,toriatsukai,toriatukai,toriatsukai
とりき,とりき,トリキ,toriki,toriki,toriki
とりきめ,とりきめ,トリキメ,torikime,torikime,torikime
とりつけ,とりつけ,トリツケ,toritsuke,torituke,toritsuke
とりなし,とりなし,トリナシ,torinashi,torinasi,torinashi
とりひき,とりひき,トリヒキ,torihiki,torihiki,torihiki
トリプルクリック,とりぷるくりっく,トリプルクリック,toripurukurikku,toripurukurikku,toripurukurikku
とりまとめ,とりまとめ,トリマトメ,torimatome,torimatome,torimatome
トリミング,とりみんぐ,トリミング,torimingu,torimingu,torimingu
努力,どりょく,ドリョク,doryoku,doryoku,doryoku
トレード,とれーど,トレード,toreedo,toreedo,toreedo
トレードオフ,とれーどおふ,トレードオフ,toreedoofu,toreedoofu,toreedoofu
ドレッシング,どれっしんぐ,ドレッシング,doresshingu,doressingu,doresshingu
吐露,とろ,トロ,toro,toro,toro
どろぼう,どろぼう,ドロボウ,dorobou,dorobou,dorobo
鈍化,どんか,ドンカ,donka,donka,donka
頓挫,とんざ,トンザ,tonza,tonza,tonza
頓死,とんし,トンシ,tonshi,tonsi,tonshi
頓着,とんちゃく,トンチャク,tonchaku,tontyaku,tonchaku
遁走,とんそう,トンソウ,tonsou,tonsou,tonso
頓服,とんぷく,トンプク,tonpuku,tonpuku,tompuku
鈍磨,どんま,ドンマ,donma,donma,domma
鈍麻,どんま,ドンマ,donma,donma,domma
内謁,ないえつ,ナイエツ,naietsu,naietu,naietsu
内閲,ないえつ,ナイエツ,naietsu,naietu,naietsu
内応,ないおう,ナイオウ,naiou,naiou,naio
内観,ないかん,ナイカン,naikan,naikan,naikan
内含,ないがん,ナイガン,naigan,naigan,naigan
内勤,ないきん,ナイキン,naikin,naikin,naikin
内検,ないけん,ナイケン,naiken,naiken,naiken
内見,ないけん,ナイケン,naiken,naiken,naiken
内向,ないこう,ナイコウ,naikou,naikou,naiko
内攻,ないこう,ナイコウ,naikou,naikou,naiko
内航,ないこう,ナイコウ,naikou,naikou,naiko
内訌,ないこう,ナイコウ,naikou,naikou,naiko
内済,ないさい,ナイサイ,naisai,naisai,naisai
内在,ないざい,ナイザイ,naizai,naizai,naizai
内示,ないじ,ナイジ,naiji,naizi,naiji
内出血,ないしゅっけつ,ナイシュッケツ,naishukketsu,naisyukketu,naishukketsu
内職,ないしょく,ナイショク,naishoku,naisyoku,naishoku
内申,ないしん,ナイシン,naishin,naisin,naishin
内診,ないしん,ナイシン,naishin,naisin,naishin
内省,ないせい,ナイセイ,naisei,naisei,naisei
内製,ないせい,ナイセイ,naisei,naisei,naisei
内争,ないそう,ナイソウ,naisou,naisou,naiso
内奏,ないそう,ナイソウ,naisou,naisou,naiso
内蔵,ないぞう,ナイゾウ,naizou,naizou,naizou
内諾,ないだく,ナイダク,naidaku,naidaku,naidaku
内達,ないたつ,ナイタツ,naitatsu,naitatu,naitatsu
内談,ないだん,ナイダン,naidan,naidan,naidan
内通,ないつう,ナイツウ,naitsuu,naituu,naitsuu
内偵,ないてい,ナイテイ,naitei,naitei,naitei
内定,ないてい,ナイテイ,naitei,naitei,naitei
内転,ないてん,ナイテン,naiten,naiten,naiten
内発,ないはつ,ナイハツ,naihatsu,naihatu,naihatsu
内服,ないふく,ナイフク,naifuku,naifuku,naifuku
内分,ないぶん,ナイブン,naibun,naibun,naibun
内聞,ないぶん,ナイブン,naibun,naibun,naibun
内分泌,ないぶんぴつ,ナイブンピツ,naibunpitsu,naibunpitu,naibumpitsu
内包,ないほう,ナイホウ,naihou,naihou,naihou
内報,ないほう,ナイホウ,naihou,naihou,naihou
内約,ないやく,ナイヤク,naiyaku,naiyaku,naiyaku
内用,ないよう,ナイヨウ,naiyou,naiyou,naiyou
内覧,ないらん,ナイラン,nairan,nairan,nairan
ながいき,ながいき,ナガイキ,nagaiki,nagaiki,nagaiki
なかたがい,なかたがい,ナカタガイ,nakatagai,nakatagai,nakatagai
なかだち,なかだち,ナカダチ,nakadachi,nakadati,nakadachi
ながつづき,ながつづき,ナガツヅキ,nagatsuzuki,nagatuzuki,nagatsuzuki
なかなおり,なかなおり,ナカナオリ,nakanaori,nakanaori,nakanaori
なかまいり,なかまいり,ナカマイリ,nakamairi,nakamairi,nakamairi
なかまわれ,なかまわれ,ナカマワレ,nakamaware,nakamaware,nakamaware
ながもち,ながもち,ナガモチ,nagamochi,nagamoti,nagamochi
ながわずらい,ながわずらい,ナガワズライ,nagawazurai,nagawazurai,nagawazurai
なきねいり,なきねいり,ナキネイリ,nakineiri,nakineiri,nakineiri
なぞとき,なぞとき,ナゾトキ,nazotoki,nazotoki,nazotoki
捺印,なついん,ナツイン,natsuin,natuin,natsuin
納得,なっとく,ナットク,nattoku,nattoku,nattoku
生放送,なまほうそう,ナマホウソウ,namahousou,namahousou,namahouso
涙,なみだ,ナミダ,namida,namida,namida
なりすまし,なりすまし,ナリスマシ,narisumashi,narisumasi,narisumashi
なりわい,なりわい,ナリワイ,nariwai,nariwai,nariwai
なわばり,なわばり,ナワバリ,nawabari,nawabari,nawabari
軟化,なんか,ナンカ,nanka,nanka,nanka
難儀,なんぎ,ナンギ,nangi,nangi,nangi
難詰,なんきつ,ナンキツ,nankitsu,nankitu,nankitsu
軟禁,なんきん,ナンキン,nankin,nankin,nankin
難航,なんこう,ナンコウ,nankou,nankou,nanko
難産,なんざん,ナンザン,nanzan,nanzan,nanzan
難渋,なんじゅう,ナンジュウ,nanjuu,nanjuu,nanjuu
南征,なんせい,ナンセイ,nansei,nansei,nansei
難戦,なんせん,ナンセン,nansen,nansen,nansen
南中,なんちゅう,ナンチュウ,nanchuu,nantyuu,nanchu
軟派,なんぱ,ナンパ,nanpa,nanpa,nampa
難破,なんぱ,ナンパ,nanpa,nanpa,nampa
軟白,なんぱく,ナンパク,nanpaku,nanpaku,nampaku
南面,なんめん,ナンメン,nanmen,nanmen,nammen
にがわらい,にがわらい,ニガワライ,nigawarai,nigawarai,nigawarai
肉食,にくしょく,ニクショク,nikushoku,nikusyoku,nikushoku
肉薄,にくはく,ニクハク,nikuhaku,nikuhaku,nikuhaku
肉迫,にくはく,ニクハク,nikuhaku,nikuhaku,nikuhaku
二言,にごん,ニゴン,nigon,nigon,nigon
二者択一,にしゃたくいつ,ニシャタクイツ,nishatakuitsu,nisyatakuitu,nishatakuitsu
二乗,にじょう,ニジョウ,nijou,nijou,nijou
にたき,にたき,ニタキ,nitaki,nitaki,nitaki
日勤,にっきん,ニッキン,nikkin,nikkin,nikkin
にづくり,にづくり,ニヅクリ,nizukuri,nizukuri,nizukuri
日参,にっさん,ニッサン,nissan,nissan,nissan
日新,にっしん,ニッシン,nisshin,nissin,nisshin
日進,にっしん,ニッシン,nisshin,nissin,nisshin
二等分,にとうぶん,ニトウブン,nitoubun,nitoubun,nitobun
二分,にぶん,ニブン,nibun,nibun,nibun
荷役,にやく,ニヤク,niyaku,niyaku,niyaku
入院,にゅういん,ニュウイン,nyuuin,nyuuin,nyuuin
入園,にゅうえん,ニュウエン,nyuuen,nyuuen,nyuuen
乳化,にゅうか,ニュウカ,nyuuka,nyuuka,nyuuka
入荷,にゅうか,ニュウカ,nyuuka,nyuuka,nyuuka
入会,にゅうかい,ニュウカイ,nyuukai,nyuukai,nyuukai
入閣,にゅうかく,ニュウカク,nyuukaku,nyuukaku,nyuukaku
入館,にゅうかん,ニュウカン,nyuukan,nyuukan,nyuukan
入居,にゅうきょ,ニュウキョ,nyuukyo,nyuukyo,nyuukyo
入京,にゅうきょう,ニュウキョウ,nyuukyou,nyuukyou,nyuukyou
入境,にゅうきょう,ニュウキョウ,nyuukyou,nyuukyou,nyuukyou
入鋏,にゅうきょう,ニュウキョウ,nyuukyou,nyuukyou,nyuukyou
入玉,にゅうぎょく,ニュウギョク,nyuugyoku,nyuugyoku,nyuugyoku
入金,にゅうきん,ニュウキン,nyuukin,nyuukin,nyuukin
入庫,にゅうこ,ニュウコ,nyuuko,nyuuko,nyuuko
入坑,にゅうこう,ニュウコウ,nyuukou,nyuukou,nyuuko
入校,にゅうこう,ニュウコウ,nyuukou,nyuukou,nyuuko
入構,にゅうこう,ニュウコウ,nyuukou,nyuukou,nyuuko
入港,にゅうこう,ニュウコウ,nyuukou,nyuukou,nyuuko
入行,にゅうこう,ニュウコウ,nyuukou,nyuukou,nyuuko
入貢,にゅうこう,ニュウコウ,nyuukou,nyuukou,nyuuko
入国,にゅうこく,ニュウコク,nyuukoku,nyuukoku,nyuukoku
入獄,にゅうごく,ニュウゴク,nyuugoku,nyuugoku,nyuugoku
入札,にゅうさつ,ニュウサツ,nyuusatsu,nyuusatu,nyuusatsu
入山,にゅうざん,ニュウザン,nyuuzan,nyuuzan,nyuuzan
入寺,にゅうじ,ニュウジ,nyuuji,nyuuzi,nyuuji
入質,にゅうしち,ニュウシチ,nyuushichi,nyuusiti,nyuushichi
入射,にゅうしゃ,ニュウシャ,nyuusha,nyuusya,nyuusha
入社,にゅうしゃ,ニュウシャ,nyuusha,nyuusya,nyuusha
入舎,にゅうしゃ,ニュウシャ,nyuusha,nyuusya,nyuusha
入寂,にゅうじゃく,ニュウジャク,nyuujaku,nyuujaku,nyuujaku
入手,にゅうしゅ,ニュウシュ,nyuushu,nyuusyu,nyuushu
入朱,にゅうしゅ,ニュウシュ,nyuushu,nyuusyu,nyuushu
入所,にゅうしょ,ニュウショ,nyuusho,nyuusyo,nyuusho
入賞,にゅうしょう,ニュウショウ,nyuushou,nyuusyou,nyuushou
入省,にゅうしょう,ニュウショウ,nyuushou,nyuusyou,nyuushou
入城,にゅうじょう,ニュウジョウ,nyuujou,nyuujou,nyuujou
入場,にゅうじょう,ニュウジョウ,nyuujou,nyuujou,nyuujou
入定,にゅうじょう,ニュウジョウ,nyuujou,nyuujou,nyuujou
入信,にゅうしん,ニュウシン,nyuushin,nyuusin,nyuushin
入籍,にゅうせき,ニュウセキ,nyuuseki,nyuuseki,nyuuseki
入線,にゅうせん,ニュウセン,nyuusen,nyuusen,nyuusen
入船,いりふね,イリフネ,irifune,irifune,irifune
入選,にゅうせん,ニュウセン,nyuusen,nyuusen,nyuusen
入隊,にゅうたい,ニュウタイ,nyuutai,nyuutai,nyuutai
入団,にゅうだん,ニュウダン,nyuudan,nyuudan,nyuudan
入庁,にゅうちょう,ニュウチョウ,nyuuchou,nyuutyou,nyuucho
入廷,にゅうてい,ニュウテイ,nyuutei,nyuutei,nyuutei
入店,にゅうてん,ニュウテン,nyuuten,nyuuten,nyuuten
入電,にゅうでん,ニュウデン,nyuuden,nyuuden,nyuuden
入党,にゅうとう,ニュウトウ,nyuutou,nyuutou,nyuuto
入湯,にゅうとう,ニュウトウ,nyuutou,nyuutou,nyuuto
入堂,にゅうどう,ニュウドウ,nyuudou,nyuudou,nyuudou
入道,にゅうどう,ニュウドウ,nyuudou,nyuudou,nyuudou
入梅,にゅうばい,ニュウバイ,nyuubai,nyuubai,nyuubai
入部,にゅうぶ,ニュウブ,nyuubu,nyuubu,nyuubu
入滅,にゅうめつ,ニュウメツ,nyuumetsu,nyuumetu,nyuumetsu
入門,にゅうもん,ニュウモン,nyuumon,nyuumon,nyuumon
にゅうもん,にゅうもん,ニュウモン,nyuumon,nyuumon,nyuumon
入浴,にゅうよく,ニュウヨク,nyuuyoku,nyuuyoku,nyuuyoku
入寮,にゅうりょう,ニュウリョウ,nyuuryou,nyuuryou,nyuuryou
入力,にゅうりょく,ニュウリョク,nyuuryoku,nyuuryoku,nyuuryoku
にわいじり,にわいじり,ニワイジリ,niwaijiri,niwaiziri,niwaijiri
にわしごと,にわしごと,ニワシゴト,niwashigoto,niwasigoto,niwashigoto
認可,にんか,ニンカ,ninka,ninka,ninka
任官,にんかん,ニンカン,ninkan,ninkan,ninkan
忍苦,にんく,ニンク,ninku,ninku,ninku
認識,にんしき,ニンシキ,ninshiki,ninsiki,ninshiki
忍受,にんじゅ,ニンジュ,ninju,ninju,ninju
忍従,にんじゅう,ニンジュウ,ninjuu,ninjuu,ninjuu
認証,にんしょう,ニンショウ,ninshou,ninsyou,ninshou
妊娠,にんしん,ニンシン,ninshin,ninsin,ninshin
忍耐,にんたい,ニンタイ,nintai,nintai,nintai
認知,にんち,ニンチ,ninchi,ninti,ninchi
認定,にんてい,ニンテイ,nintei,nintei,nintei
任命,にんめい,ニンメイ,ninmei,ninmei,nimmei
任用,にんよう,ニンヨウ,ninyou,ninyou,ninyou
妊孕,にんよう,ニンヨウ,ninyou,ninyou,ninyou
認容,にんよう,ニンヨウ,ninyou,ninyou,ninyou
ぬきうち,ぬきうち,ヌキウチ,nukiuchi,nukiuti,nukiuchi
ぬけがけ,ぬけがけ,ヌケガケ,nukegake,nukegake,nukegake
ぬすみみ,ぬすみみ,ヌスミミ,nusumimi,nusumimi,nusumimi
ねあがり,ねあがり,ネアガリ,neagari,neagari,neagari
ねあげ,ねあげ,ネアゲ,neage,neage,neage
ねおち,ねおち,ネオチ,neochi,neoti,neochi
ねがえり,ねがえり,ネガエリ,negaeri,negaeri,negaeri
ネグレクト,ねぐれくと,ネグレクト,negurekuto,negurekuto,negurekuto
ねこそぎ,ねこそぎ,ネコソギ,nekosogi,nekosogi,nekosogi
ねこばば,ねこばば,ネコババ,nekobaba,nekobaba,nekobaba
ねさがり,ねさがり,ネサガリ,nesagari,nesagari,nesagari
ねさげ,ねさげ,ネサゲ,nesage,nesage,nesage
熱愛,ねつあい,ネツアイ,netsuai,netuai,netsuai
熱演,ねつえん,ネツエン,netsuen,netuen,netsuen
熱願,ねつがん,ネツガン,netsugan,netugan,netsugan
熱狂,ねっきょう,ネッキョウ,nekkyou,nekkyou,nekkyou
熱唱,ねっしょう,ネッショウ,nesshou,nessyou,nesshou
熱戦,ねっせん,ネッセン,nessen,nessen,nessen
捏造,ねつぞう,ネツゾウ,netsuzou,netuzou,netsuzou
熱中,ねっちゅう,ネッチュウ,netchuu,nettyuu,netchu
ネット,ねっと,ネット,netto,netto,netto
熱闘,ねっとう,ネットウ,nettou,nettou,nettou
熱鬧,ねっとう,ネットウ,nettou,nettou,nettou
熱望,ねつぼう,ネツボウ,netsubou,netubou,netsubo
ねびえ,ねびえ,ネビエ,nebie,nebie,nebie
ねびき,ねびき,ネビキ,nebiki,nebiki,nebiki
寝坊,ねぼう,ネボウ,nebou,nebou,nebo
ねまわし,ねまわし,ネマワシ,nemawashi,nemawasi,nemawashi
ねらいうち,ねらいうち,ネライウチ,neraiuchi,neraiuti,neraiuchi
念願,ねんがん,ネンガン,nengan,nengan,nengan
捻挫,ねんざ,ネンザ,nenza,nenza,nenza
撚糸,ねんし,ネンシ,nenshi,nensi,nenshi
念持,ねんじ,ネンジ,nenji,nenzi,nenji
捻出,ねんしゅつ,ネンシュツ,nenshutsu,nensyutu,nenshutsu
燃焼,ねんしょう,ネンショウ,nenshou,nensyou,nenshou
念想,ねんそう,ネンソウ,nensou,nensou,nenso
粘着,ねんちゃく,ネンチャク,nenchaku,nentyaku,nenchaku
捻転,ねんてん,ネンテン,nenten,nenten,nenten
念仏,ねんぶつ,ネンブツ,nenbutsu,nenbutu,nembutsu
年末調整,ねんまつちょうせい,ネンマツチョウセイ,nenmatsuchousei,nenmatutyousei,nemmatsuchosei
濃化,のうか,ノウカ,nouka,nouka,nouka
納棺,のうかん,ノウカン,noukan,noukan,noukan
納骨,のうこつ,ノウコツ,noukotsu,noukotu,noukotsu
納車,のうしゃ,ノウシャ,nousha,nousya,nousha
濃縮,のうしゅく,ノウシュク,noushuku,nousyuku,noushuku
脳出血,のうしゅっけつ,ノウシュッケツ,noushukketsu,nousyukketu,noushukketsu
納税,のうぜい,ノウゼイ,nouzei,nouzei,nouzei
納入,のうにゅう,ノウニュウ,nounyuu,nounyuu,nounyuu
納品,のうひん,ノウヒン,nouhin,nouhin,nouhin
納付,のうふ,ノウフ,noufu,noufu,noufu
のき,のき,ノキ,noki,noki,noki
のぐそ,のぐそ,ノグソ,noguso,noguso,noguso
野宿,のじゅく,ノジュク,nojuku,nojuku,nojuku
のぞきみ,のぞきみ,ノゾキミ,nozokimi,nozokimi,nozokimi
のたれじに,のたれじに,ノタレジニ,notarejini,notarezini,notarejini
ノック,のっく,ノック,nokku,nokku,nokku
のびちぢみ,のびちぢみ,ノビチヂミ,nobichijimi,nobitizimi,nobichijimi
のべおくり,のべおくり,ノベオクリ,nobeokuri,nobeokuri,nobeokuri
飲み会,のみかい,ノミカイ,nomikai,nomikai,nomikai
のみくい,のみくい,ノミクイ,nomikui,nomikui,nomikui
ノミネート,のみねーと,ノミネート,nomineeto,nomineeto,nomineeto
のやき,のやき,ノヤキ,noyaki,noyaki,noyaki
のりおり,のりおり,ノリオリ,noriori,noriori,noriori
のりかえ,のりかえ,ノリカエ,norikae,norikae,norikae
のりつぎ,のりつぎ,ノリツギ,noritsugi,noritugi,noritsugi
把握,はあく,ハアク,haaku,haaku,haaku
拝,はい,ハイ,hai,hai,hai
廃位,はいい,ハイイ,haii,haii,haii
配意,はいい,ハイイ,haii,haii,haii
背泳,はいえい,ハイエイ,haiei,haiei,haiei
廃駅,はいえき,ハイエキ,haieki,haieki,haieki
排液,はいえき,ハイエキ,haieki,haieki,haieki
拝謁,はいえつ,ハイエツ,haietsu,haietu,haietsu
排煙,はいえん,ハイエン,haien,haien,haien
廃家,はいか,ハイカ,haika,haika,haika
拝賀,はいが,ハイガ,haiga,haiga,haiga
倍加,ばいか,バイカ,baika,baika,baika
徘徊,はいかい,ハイカイ,haikai,haikai,haikai
媒介,ばいかい,バイカイ,baikai,baikai,baikai
廃刊,はいかん,ハイカン,haikan,haikan,haikan
拝観,はいかん,ハイカン,haikan,haikan,haikan
配管,はいかん,ハイカン,haikan,haikan,haikan
拝顔,はいがん,ハイガン,haigan,haigan,haigan
売官,ばいかん,バイカン,baikan,baikan,baikan
陪観,ばいかん,バイカン,baikan,baikan,baikan
廃棄,はいき,ハイキ,haiki,haiki,haiki
拝跪,はいき,ハイキ,haiki,haiki,haiki
排気,はいき,ハイキ,haiki,haiki,haiki
売却,ばいきゃく,バイキャク,baikyaku,baikyaku,baikyaku
廃休,はいきゅう,ハイキュウ,haikyuu,haikyuu,haikyuu
配球,はいきゅう,ハイキュウ,haikyuu,haikyuu,haikyuu
配給,はいきゅう,ハイキュウ,haikyuu,haikyuu,haikyuu
背教,はいきょう,ハイキョウ,haikyou,haikyou,haikyou
廃業,はいぎょう,ハイギョウ,haigyou,haigyou,haigyou
配偶,はいぐう,ハイグウ,haiguu,haiguu,haiguu
拝啓,はいけい,ハイケイ,haikei,haikei,haikei
排撃,はいげき,ハイゲキ,haigeki,haigeki,haigeki
売血,ばいけつ,バイケツ,baiketsu,baiketu,baiketsu
拝見,はいけん,ハイケン,haiken,haiken,haiken
廃坑,はいこう,ハイコウ,haikou,haikou,haiko
廃校,はいこう,ハイコウ,haikou,haikou,haiko
廃鉱,はいこう,ハイコウ,haikou,haikou,haiko
配光,はいこう,ハイコウ,haikou,haikou,haiko
廃合,はいごう,ハイゴウ,haigou,haigou,haigou
配合,はいごう,ハイゴウ,haigou,haigou,haigou
配剤,はいざい,ハイザイ,haizai,haizai,haizai
廃山,はいざん,ハイザン,haizan,haizan,haizan
廃残,はいざん,ハイザン,haizan,haizan,haizan
敗残,はいざん,ハイザン,haizan,haizan,haizan
廃市,はいし,ハイシ,haishi,haisi,haishi
廃弛,はいし,ハイシ,haishi,haisi,haishi
廃止,はいし,ハイシ,haishi,haisi,haishi
敗死,はいし,ハイシ,haishi,haisi,haishi
配祀,はいし,ハイシ,haishi,haisi,haishi
廃寺,はいじ,ハイジ,haiji,haizi,haiji
拝辞,はいじ,ハイジ,haiji,haizi,haiji
配字,はいじ,ハイジ,haiji,haizi,haiji
敗衄,はいじく,ハイジク,haijiku,haiziku,haijiku
廃車,はいしゃ,ハイシャ,haisha,haisya,haisha
配車,はいしゃ,ハイシャ,haisha,haisya,haisha
拝借,はいしゃく,ハイシャク,haishaku,haisyaku,haishaku
媒妁,ばいしゃく,バイシャク,baishaku,baisyaku,baishaku
媒酌,ばいしゃく,バイシャク,baishaku,baisyaku,baishaku
拝受,はいじゅ,ハイジュ,haiju,haiju,haiju
排出,はいしゅつ,ハイシュツ,haishutsu,haisyutu,haishutsu
売春,ばいしゅん,バイシュン,baishun,baisyun,baishun
廃除,はいじょ,ハイジョ,haijo,haijo,haijo
排除,はいじょ,ハイジョ,haijo,haijo,haijo
廃娼,はいしょう,ハイショウ,haishou,haisyou,haishou
拝承,はいしょう,ハイショウ,haishou,haisyou,haishou
拝誦,はいしょう,ハイショウ,haishou,haisyou,haishou
焙焼,ばいしょう,バイショウ,baishou,baisyou,baishou
賠償,ばいしょう,バイショウ,baishou,baisyou,baishou
配食,はいしょく,ハイショク,haishoku,haisyoku,haishoku
売色,ばいしょく,バイショク,baishoku,baisyoku,baishoku
背信,はいしん,ハイシン,haishin,haisin,haishin
背進,はいしん,ハイシン,haishin,haisin,haishin
配信,はいしん,ハイシン,haishin,haisin,haishin
排水,はいすい,ハイスイ,haisui,haisui,haisui
配水,はいすい,ハイスイ,haisui,haisui,haisui
拝趨,はいすう,ハイスウ,haisuu,haisuu,haisuu
排斥,はいせき,ハイセキ,haiseki,haiseki,haiseki
排雪,はいせつ,ハイセツ,haisetsu,haisetu,haisetsu
廃絶,はいぜつ,ハイゼツ,haizetsu,haizetu,haizetsu
廃線,はいせん,ハイセン,haisen,haisen,haisen
敗戦,はいせん,ハイセン,haisen,haisen,haisen
配線,はいせん,ハイセン,haisen,haisen,haisen
配船,はいせん,ハイセン,haisen,haisen,haisen
配膳,はいぜん,ハイゼン,haizen,haizen,haizen
媒染,ばいせん,バイセン,baisen,baisen,baisen
焙煎,ばいせん,バイセン,baisen,baisen,baisen
陪膳,はいぜん,ハイゼン,haizen,haizen,haizen
敗訴,はいそ,ハイソ,haiso,haiso,haiso
敗走,はいそう,ハイソウ,haisou,haisou,haiso
