orig,hira,kana,hepburn,kunrei,passport
離散化,りさんか,リサンカ,risanka,risanka,risanka
離散数学,りさんすうがく,リサンスウガク,risansuugaku,risansuugaku,risansuugaku
利子,りし,リシ,rishi,risi,rishi
理事,りじ,リジ,riji,rizi,riji
李詩,りし,リシ,rishi,risi,rishi
履修,りしゅう,リシュウ,rishuu,risyuu,rishuu
利潤,りじゅん,リジュン,rijun,rijun,rijun
利生,としお,トシオ,toshio,tosio,toshio
離床,りしょう,リショウ,rishou,risyou,rishou
離礁,りしょう,リショウ,rishou,risyou,rishou
利殖,りしょく,リショク,rishoku,risyoku,rishoku
離職,りしょく,リショク,rishoku,risyoku,rishoku
利刃,りじん,リジン,rijin,rizin,rijin
里人,さとびと,サトビト,satobito,satobito,satobito
りす,りす,リス,risu,risu,risu
栗鼠,くりねずみ,クリネズミ,kurinezumi,kurinezumi,kurinezumi
リス,りす,リス,risu,risu,risu
離水,りすい,リスイ,risui,risui,risui
里数,りすう,リスウ,risuu,risuu,risuu
理数,りすう,リスウ,risuu,risuu,risuu
リスク,りすく,リスク,risuku,risuku,risuku
リスクヘッジ,りすくへっじ,リスクヘッジ,risukuhejji,risukuhezzi,risukuhejji
りすざる,りすざる,リスザル,risuzaru,risuzaru,risuzaru
リスザル,りすざる,リスザル,risuzaru,risuzaru,risuzaru
リスト,りすと,リスト,risuto,risuto,risuto
リストア,りすとあ,リストア,risutoa,risutoa,risutoa
リストアップ,りすとあっぷ,リストアップ,risutoappu,risutoappu,risutoappu
リストラ,りすとら,リストラ,risutora,risutora,risutora
リストラクチュアリング,りすとらくちゅありんぐ,リストラクチュアリング,risutorakuchuaringu,risutorakutyuaringu,risutorakuchuaringu
リスニング,りすにんぐ,リスニング,risuningu,risuningu,risuningu
リスニングテスト,りすにんぐてすと,リスニングテスト,risuningutesuto,risuningutesuto,risuningutesuto
リスペクト,りすぺくと,リスペクト,risupekuto,risupekuto,risupekuto
リズム,りずむ,リズム,rizumu,rizumu,rizumu
理世,みちよ,ミチヨ,michiyo,mitiyo,michiyo
理性,りせい,リセイ,risei,risei,risei
里正,りせい,リセイ,risei,risei,risei
離籍,りせき,リセキ,riseki,riseki,riseki
離席,りせき,リセキ,riseki,riseki,riseki
リセット,りせっと,リセット,risetto,risetto,risetto
理想,りそう,リソウ,risou,risou,riso
理想気体,りそうきたい,リソウキタイ,risoukitai,risoukitai,risokitai
理想郷,りそうきょう,リソウキョウ,risoukyou,risoukyou,risokyou
理想主義,りそうしゅぎ,リソウシュギ,risoushugi,risousyugi,risoshugi
リソース,りそーす,リソース,risoosu,risoosu,risoosu
利息,りそく,リソク,risoku,risoku,risoku
理即,りそく,リソク,risoku,risoku,risoku
俚俗,りぞく,リゾク,rizoku,rizoku,rizoku
里俗,りぞく,リゾク,rizoku,rizoku,rizoku
離村,りそん,リソン,rison,rison,rison
リターン,りたーん,リターン,ritaan,ritaan,ritaan
里内,さとうち,サトウチ,satouchi,satouti,satochi
利沢,りたく,リタク,ritaku,ritaku,ritaku
離脱,りだつ,リダツ,ridatsu,ridatu,ridatsu
理智,まさとも,マサトモ,masatomo,masatomo,masatomo
理知,りち,リチ,richi,riti,richi
理致,りち,リチ,richi,riti,richi
リチウム,りちうむ,リチウム,richiumu,ritiumu,richiumu
律儀,りちぎ,リチギ,richigi,ritigi,richigi
律義,りちぎ,リチギ,richigi,ritigi,richigi
理知的,りちてき,リチテキ,richiteki,rititeki,richiteki
離着陸,りちゃくりく,リチャクリク,richakuriku,rityakuriku,richakuriku
律,りつ,リツ,ritsu,ritu,ritsu
率,りつ,リツ,ritsu,ritu,ritsu
立案,りつあん,リツアン,ritsuan,rituan,ritsuan
立夏,りっか,リッカ,rikka,rikka,rikka
立花,たちばな,タチバナ,tachibana,tatibana,tachibana
立華,りっか,リッカ,rikka,rikka,rikka
立脚,りっきゃく,リッキャク,rikkyaku,rikkyaku,rikkyaku
立脚点,りっきゃくてん,リッキャクテン,rikkyakuten,rikkyakuten,rikkyakuten
陸橋,りっきょう,リッキョウ,rikkyou,rikkyou,rikkyou
立件,りっけん,リッケン,rikken,rikken,rikken
立憲,りっけん,リッケン,rikken,rikken,rikken
立言,りつげん,リツゲン,ritsugen,ritugen,ritsugen
立項,りっこう,リッコウ,rikkou,rikkou,rikkou
立候補,りっこうほ,リッコウホ,rikkouho,rikkouho,rikkouho
立国,りっこく,リッコク,rikkoku,rikkoku,rikkoku
律師,りっし,リッシ,risshi,rissi,risshi
立志,りっし,リッシ,risshi,rissi,risshi
律詩,りっし,リッシ,risshi,rissi,risshi
リッジ,りっじ,リッジ,rijji,rizzi,rijji
立者,たてもの,タテモノ,tatemono,tatemono,tatemono
竪者,りっしゃ,リッシャ,rissha,rissya,rissha
立射,りっしゃ,リッシャ,rissha,rissya,rissha
律宗,りっしゅう,リッシュウ,risshuu,rissyuu,risshuu
立秋,りっしゅう,リッシュウ,risshuu,rissyuu,risshuu
立春,りっしゅん,リッシュン,risshun,rissyun,risshun
立証,りっしょう,リッショウ,risshou,rissyou,risshou
立食,りっしょく,リッショク,risshoku,rissyoku,risshoku
立身,りっしん,リッシン,risshin,rissin,risshin
律蔵,りつぞう,リツゾウ,ritsuzou,rituzou,ritsuzou
立像,りつぞう,リツゾウ,ritsuzou,rituzou,ritsuzou
立体,りったい,リッタイ,rittai,rittai,rittai
立体交差,りったいこうさ,リッタイコウサ,rittaikousa,rittaikousa,rittaikosa
立地,りっち,リッチ,ritchi,ritti,ritchi
立刀,りっとう,リットウ,rittou,rittou,rittou
立冬,りっとう,リットウ,rittou,rittou,rittou
律動,りつどう,リツドウ,ritsudou,ritudou,ritsudou
リットル,りっとる,リットル,rittoru,rittoru,rittoru
立腹,りっぷく,リップク,rippuku,rippuku,rippuku
リップサービス,りっぷさーびす,リップサービス,rippusaabisu,rippusaabisu,rippusaabisu
立方,りっぽう,リッポウ,rippou,rippou,rippou
立法,りっぽう,リッポウ,rippou,rippou,rippou
立法権,りっぽうけん,リッポウケン,rippouken,rippouken,rippouken
立方根,りっぽうこん,リッポウコン,rippoukon,rippoukon,rippoukon
立方体,りっぽうたい,リッポウタイ,rippoutai,rippoutai,rippoutai
立命,りつめい,リツメイ,ritsumei,ritumei,ritsumei
律令,りつりょう,リツリョウ,ritsuryou,rituryou,ritsuryou
立礼,りつれい,リツレイ,ritsurei,riturei,ritsurei
里程,りてい,リテイ,ritei,ritei,ritei
リテヌート,りてぬーと,リテヌート,ritenuuto,ritenuuto,ritenuuto
リデュース,りでゅーす,リデュース,rideyuusu,rideyuusu,rideyuusu
リテラシー,りてらしー,リテラシー,riterashii,riterasii,riterashii
利点,りてん,リテン,riten,riten,riten
リテンション,りてんしょん,リテンション,ritenshon,ritensyon,ritenshon
離党,りとう,リトウ,ritou,ritou,rito
利導,りどう,リドウ,ridou,ridou,ridou
吏道,りと,リト,rito,rito,rito
里道,りどう,リドウ,ridou,ridou,ridou
利得,りとく,リトク,ritoku,ritoku,ritoku
リトルエンディアン,りとるえんでぃあん,リトルエンディアン,ritoruendian,ritoruendian,ritoruendeian
リニア,りにあ,リニア,rinia,rinia,rinia
離乳,りにゅう,リニュウ,rinyuu,rinyuu,rinyuu
リニューアル,りにゅーある,リニューアル,rinyuuaru,rinyuuaru,rinyuuaru
利尿,りにょう,リニョウ,rinyou,rinyou,rinyou
離任,りにん,リニン,rinin,rinin,rinin
理念,りねん,リネン,rinen,rinen,rinen
離農,りのう,リノウ,rinou,rinou,rinou
リハ,りは,リハ,riha,riha,riha
リハーサル,りはーさる,リハーサル,rihaasaru,rihaasaru,rihaasaru
リバーシブル,りばーしぶる,リバーシブル,ribaashiburu,ribaasiburu,ribaashiburu
リバース,りばーす,リバース,ribaasu,ribaasu,ribaasu
利発,りはつ,リハツ,rihatsu,rihatu,rihatsu
理髪,りはつ,リハツ,rihatsu,rihatu,rihatsu
理髪師,りはつし,リハツシ,rihatsushi,rihatusi,rihatsushi
理髪店,りはつてん,リハツテン,rihatsuten,rihatuten,rihatsuten
利幅,りはば,リハバ,rihaba,rihaba,rihaba
リハビリ,りはびり,リハビリ,rihabiri,rihabiri,rihabiri
リハビリテーション,りはびりてーしょん,リハビリテーション,rihabiriteeshon,rihabiriteesyon,rihabiriteeshon
リバモリウム,りばもりうむ,リバモリウム,ribamoriumu,ribamoriumu,ribamoriumu
離反,りはん,リハン,rihan,rihan,rihan
離叛,りはん,リハン,rihan,rihan,rihan
理非,りひ,リヒ,rihi,rihi,rihi
リビングダイニングキッチン,りびんぐだいにんぐきっちん,リビングダイニングキッチン,ribingudainingukitchin,ribingudainingukittin,ribingudainingukitchin
リフィル,りふぃる,リフィル,rifiru,rifiru,rifuiru
リブート,りぶーと,リブート,ribuuto,ribuuto,ribuuto
理不尽,りふじん,リフジン,rifujin,rifuzin,rifujin
利札,りさつ,リサツ,risatsu,risatu,risatsu
リフト,りふと,リフト,rifuto,rifuto,rifuto
リフトバス,りふとばす,リフトバス,rifutobasu,rifutobasu,rifutobasu
リフューズ,りふゅーず,リフューズ,rifuyuuzu,rifuyuuzu,rifuyuuzu
リフレーン,りふれーん,リフレーン,rifureen,rifureen,rifureen
リフレッシュ,りふれっしゅ,リフレッシュ,rifuresshu,rifuressyu,rifuresshu
リペア,りぺあ,リペア,ripea,ripea,ripea
リベート,りべーと,リベート,ribeeto,ribeeto,ribeeto
離別,りべつ,リベツ,ribetsu,ribetu,ribetsu
リベラリズム,りべらりずむ,リベラリズム,riberarizumu,riberarizumu,riberarizumu
リベラル,りべらる,リベラル,riberaru,riberaru,riberaru
リベラルアーツ,りべらるあーつ,リベラルアーツ,riberaruaatsu,riberaruaatu,riberaruaatsu
利便,りべん,リベン,riben,riben,riben
離弁花,りべんか,リベンカ,ribenka,ribenka,ribenka
離弁花類,りべんかるい,リベンカルイ,ribenkarui,ribenkarui,ribenkarui
リベンジ,りべんじ,リベンジ,ribenji,ribenzi,ribenji
利便性,りべんせい,リベンセイ,ribensei,ribensei,ribensei
リボ,りぼ,リボ,ribo,ribo,ribo
理法,りほう,リホウ,rihou,rihou,rihou
リポート,りぽーと,リポート,ripooto,ripooto,ripooto
リボルビング,りぼるびんぐ,リボルビング,riborubingu,riborubingu,riborubingu
リボン,りぼん,リボン,ribon,ribon,ribon
利回り,りまわり,リマワリ,rimawari,rimawari,rimawari
リムノグナシア,りむのぐなしあ,リムノグナシア,rimunogunashia,rimunogunasia,rimunogunashia
裏面,うらめん,ウラメン,uramen,uramen,uramen
リモートコントロール,りもーとこんとろーる,リモートコントロール,rimootokontorooru,rimootokontorooru,rimootokontorooru
リモコン,りもこん,リモコン,rimokon,rimokon,rimokon
略,りゃく,リャク,ryaku,ryaku,ryaku
略儀,りゃくぎ,リャクギ,ryakugi,ryakugi,ryakugi
略語,りゃくご,リャクゴ,ryakugo,ryakugo,ryakugo
略字,りゃくじ,リャクジ,ryakuji,ryakuzi,ryakuji
略式,りゃくしき,リャクシキ,ryakushiki,ryakusiki,ryakushiki
略取,りゃくしゅ,リャクシュ,ryakushu,ryakusyu,ryakushu
略称,りゃくしょう,リャクショウ,ryakushou,ryakusyou,ryakushou
略章,りゃくしょう,リャクショウ,ryakushou,ryakusyou,ryakushou
略装,りゃくそう,リャクソウ,ryakusou,ryakusou,ryakuso
掠奪,りゃくだつ,リャクダツ,ryakudatsu,ryakudatu,ryakudatsu
略奪,りゃくだつ,リャクダツ,ryakudatsu,ryakudatu,ryakudatsu
略歴,りゃくれき,リャクレキ,ryakureki,ryakureki,ryakureki
リャマ,りゃま,リャマ,ryama,ryama,ryama
理由,りゆう,リユウ,riyuu,riyuu,riyuu
流,りゅう,リュウ,ryuu,ryuu,ryuu
硫安,りゅうあん,リュウアン,ryuuan,ryuuan,ryuuan
留意,りゅうい,リュウイ,ryuui,ryuui,ryuui
流域,りゅういき,リュウイキ,ryuuiki,ryuuiki,ryuuiki
溜飲,りゅういん,リュウイン,ryuuin,ryuuin,ryuuin
柳営,りゅうえい,リュウエイ,ryuuei,ryuuei,ryuuei
竜王,りゅうおう,リュウオウ,ryuuou,ryuuou,ryuuo
硫化,りゅうか,リュウカ,ryuuka,ryuuka,ryuuka
流下,りゅうか,リュウカ,ryuuka,ryuuka,ryuuka
琉歌,りゅうか,リュウカ,ryuuka,ryuuka,ryuuka
留学,りゅうがく,リュウガク,ryuugaku,ryuugaku,ryuugaku
留学生,りゅうがくせい,リュウガクセイ,ryuugakusei,ryuugakusei,ryuugakusei
流感,りゅうかん,リュウカン,ryuukan,ryuukan,ryuukan
竜顔,りゅうがん,リュウガン,ryuugan,ryuugan,ryuugan
龍顔,りゅうがん,リュウガン,ryuugan,ryuugan,ryuugan
隆起,りゅうき,リュウキ,ryuuki,ryuuki,ryuuki
流儀,りゅうぎ,リュウギ,ryuugi,ryuugi,ryuugi
竜騎兵,りゅうきへい,リュウキヘイ,ryuukihei,ryuukihei,ryuukihei
琉球,りゅうきゅう,リュウキュウ,ryuukyuu,ryuukyuu,ryuukyuu
琉球語,りゅうきゅうご,リュウキュウゴ,ryuukyuugo,ryuukyuugo,ryuukyuugo
流寓,りゅうぐう,リュウグウ,ryuuguu,ryuuguu,ryuuguu
竜宮,りゅうぐう,リュウグウ,ryuuguu,ryuuguu,ryuuguu
龍宮,りゅうぐう,リュウグウ,ryuuguu,ryuuguu,ryuuguu
龍宮城,りゅうぐうじょう,リュウグウジョウ,ryuuguujou,ryuuguujou,ryuuguujou
流刑,るけい,ルケイ,rukei,rukei,rukei
流血,りゅうけつ,リュウケツ,ryuuketsu,ryuuketu,ryuuketsu
流言,りゅうげん,リュウゲン,ryuugen,ryuugen,ryuugen
流行,りゅうこう,リュウコウ,ryuukou,ryuukou,ryuuko
流行歌,りゅうこうか,リュウコウカ,ryuukouka,ryuukouka,ryuukoka
流行語,りゅうこうご,リュウコウゴ,ryuukougo,ryuukougo,ryuukogo
流沙,るさ,ルサ,rusa,rusa,rusa
流砂,りゅうさ,リュウサ,ryuusa,ryuusa,ryuusa
竜作,りゅうさく,リュウサク,ryuusaku,ryuusaku,ryuusaku
龍作,りゅうさく,リュウサク,ryuusaku,ryuusaku,ryuusaku
硫酸,りゅうさん,リュウサン,ryuusan,ryuusan,ryuusan
流産,りゅうざん,リュウザン,ryuuzan,ryuuzan,ryuuzan
流竄,りゅうざん,リュウザン,ryuuzan,ryuuzan,ryuuzan
粒子,りゅうし,リュウシ,ryuushi,ryuusi,ryuushi
流矢,ながれや,ナガレヤ,nagareya,nagareya,nagareya
流質,ながれじち,ナガレジチ,nagarejichi,nagareziti,nagarejichi
流失,りゅうしつ,リュウシツ,ryuushitsu,ryuusitu,ryuushitsu
リュージュ,りゅーじゅ,リュージュ,ryuuju,ryuuju,ryuuju
流出,りゅうしゅつ,リュウシュツ,ryuushutsu,ryuusyutu,ryuushutsu
竜驤,りゅうじょう,リュウジョウ,ryuujou,ryuujou,ryuujou
粒状,りゅうじょう,リュウジョウ,ryuujou,ryuujou,ryuujou
竜神,りゅうじん,リュウジン,ryuujin,ryuuzin,ryuujin
留心,りゅうしん,リュウシン,ryuushin,ryuusin,ryuushin
リユース,りゆーす,リユース,riyuusu,riyuusu,riyuusu
流水,りゅうすい,リュウスイ,ryuusui,ryuusui,ryuusui
流星,りゅうせい,リュウセイ,ryuusei,ryuusei,ryuusei
隆盛,りゅうせい,リュウセイ,ryuusei,ryuusei,ryuusei
流星雨,りゅうせいう,リュウセイウ,ryuuseiu,ryuuseiu,ryuuseiu
流星群,りゅうせいぐん,リュウセイグン,ryuuseigun,ryuuseigun,ryuuseigun
流石,さすが,サスガ,sasuga,sasuga,sasuga
リュウゼツラン,りゅうぜつらん,リュウゼツラン,ryuuzetsuran,ryuuzeturan,ryuuzetsuran
流線,りゅうせん,リュウセン,ryuusen,ryuusen,ryuusen
流速,りゅうそく,リュウソク,ryuusoku,ryuusoku,ryuusoku
流体,りゅうたい,リュウタイ,ryuutai,ryuutai,ryuutai
流体力学,りゅうたいりきがく,リュウタイリキガク,ryuutairikigaku,ryuutairikigaku,ryuutairikigaku
榴弾,りゅうだん,リュウダン,ryuudan,ryuudan,ryuudan
留置,りゅうち,リュウチ,ryuuchi,ryuuti,ryuuchi
留置場,りゅうちじょう,リュウチジョウ,ryuuchijou,ryuutijou,ryuuchijou
留置線,りゅうちせん,リュウチセン,ryuuchisen,ryuutisen,ryuuchisen
流暢,りゅうちょう,リュウチョウ,ryuuchou,ryuutyou,ryuucho
留鳥,りゅうちょう,リュウチョウ,ryuuchou,ryuutyou,ryuucho
流通,りゅうつう,リュウツウ,ryuutsuu,ryuutuu,ryuutsuu
流涕,りゅうてい,リュウテイ,ryuutei,ryuutei,ryuutei
流伝,りゅうでん,リュウデン,ryuuden,ryuuden,ryuuden
流動,りゅうどう,リュウドウ,ryuudou,ryuudou,ryuudou
流動資産,りゅうどうしさん,リュウドウシサン,ryuudoushisan,ryuudousisan,ryuudoushisan
流入,りゅうにゅう,リュウニュウ,ryuunyuu,ryuunyuu,ryuunyuu
留年,りゅうねん,リュウネン,ryuunen,ryuunen,ryuunen
流派,りゅうは,リュウハ,ryuuha,ryuuha,ryuuha
柳眉,りゅうび,リュウビ,ryuubi,ryuubi,ryuubi
流氷,りゅうひょう,リュウヒョウ,ryuuhyou,ryuuhyou,ryuuhyou
流弊,りゅうへい,リュウヘイ,ryuuhei,ryuuhei,ryuuhei
立米,りゅうべい,リュウベイ,ryuubei,ryuubei,ryuubei
留保,りゅうほ,リュウホ,ryuuho,ryuuho,ryuuho
流亡,りゅうぼう,リュウボウ,ryuubou,ryuubou,ryuubo
流氓,りゅーまん,リューマン,ryuuman,ryuuman,ryuuman
流木,りゅうぼく,リュウボク,ryuuboku,ryuuboku,ryuuboku
立木,たちぎ,タチギ,tachigi,tatigi,tachigi
竜馬,りゅうま,リュウマ,ryuuma,ryuuma,ryuuma
流用,りゅうよう,リュウヨウ,ryuuyou,ryuuyou,ryuuyou
流離,さすらい,サスライ,sasurai,sasurai,sasurai
粒粒,つぶつぶ,ツブツブ,tsubutsubu,tubutubu,tsubutsubu
流量,りゅうりょう,リュウリョウ,ryuuryou,ryuuryou,ryuuryou
流麗,りゅうれい,リュウレイ,ryuurei,ryuurei,ryuurei
流連,りゅうれん,リュウレン,ryuuren,ryuuren,ryuuren
流露,りゅうろ,リュウロ,ryuuro,ryuuro,ryuuro
流路,りゅうろ,リュウロ,ryuuro,ryuuro,ryuuro
リュック,りゅっく,リュック,ryukku,ryukku,ryukku
リュックサック,りゅっくさっく,リュックサック,ryukkusakku,ryukkusakku,ryukkusakku
涼,りょう,リョウ,ryou,ryou,ryou
領納,りょうのう,リョウノウ,ryounou,ryounou,ryounou
俚謡,りよう,リヨウ,riyou,riyou,riyou
利用,りよう,リヨウ,riyou,riyou,riyou
理容,りよう,リヨウ,riyou,riyou,riyou
里謡,りよう,リヨウ,riyou,riyou,riyou
両,りょう,リョウ,ryou,ryou,ryou
寮,りょう,リョウ,ryou,ryou,ryou
料,りょう,リョウ,ryou,ryou,ryou
漁,りょう,リョウ,ryou,ryou,ryou
猟,りょう,リョウ,ryou,ryou,ryou
稜,りょう,リョウ,ryou,ryou,ryou
良,りょう,リョウ,ryou,ryou,ryou
量,りょう,リョウ,ryou,ryou,ryou
領,りょう,リョウ,ryou,ryou,ryou
両足,りょうあし,リョウアシ,ryouashi,ryouasi,ryouashi
良案,りょうあん,リョウアン,ryouan,ryouan,ryouan
諒闇,りょうあん,リョウアン,ryouan,ryouan,ryouan
領域,りょういき,リョウイキ,ryouiki,ryouiki,ryouiki
療育,りょういく,リョウイク,ryouiku,ryouiku,ryouiku
両院,りょういん,リョウイン,ryouin,ryouin,ryouin
両腕,りょううで,リョウウデ,ryouude,ryouude,ryouude
良縁,りょうえん,リョウエン,ryouen,ryouen,ryouen
遼遠,りょうえん,リョウエン,ryouen,ryouen,ryouen
凌駕,りょうが,リョウガ,ryouga,ryouga,ryouga
諒解,りょうかい,リョウカイ,ryoukai,ryoukai,ryoukai
領会,りょうかい,リョウカイ,ryoukai,ryoukai,ryoukai
了解,りょうかい,リョウカイ,ryoukai,ryoukai,ryoukai
領海,りょうかい,リョウカイ,ryoukai,ryoukai,ryoukai
両替,りょうがえ,リョウガエ,ryougae,ryougae,ryougae
両側,りょうがわ,リョウガワ,ryougawa,ryougawa,ryougawa
僚艦,りょうかん,リョウカン,ryoukan,ryoukan,ryoukan
涼感,りょうかん,リョウカン,ryoukan,ryoukan,ryoukan
猟官,りょうかん,リョウカン,ryoukan,ryoukan,ryoukan
量感,りょうかん,リョウカン,ryoukan,ryoukan,ryoukan
両岸,りょうがん,リョウガン,ryougan,ryougan,ryougan
両眼,りょうがん,リョウガン,ryougan,ryougan,ryougan
僚機,りょうき,リョウキ,ryouki,ryouki,ryouki
猟奇,りょうき,リョウキ,ryouki,ryouki,ryouki
猟期,りょうき,リョウキ,ryouki,ryouki,ryouki
両脚,りょうあし,リョウアシ,ryouashi,ryouasi,ryouashi
良弓,りょうきゅう,リョウキュウ,ryoukyuu,ryoukyuu,ryoukyuu
両極,りょうきょく,リョウキョク,ryoukyoku,ryoukyoku,ryoukyoku
料金,りょうきん,リョウキン,ryoukin,ryoukin,ryoukin
猟狗,りょうく,リョウク,ryouku,ryouku,ryouku
領空,りょうくう,リョウクウ,ryoukuu,ryoukuu,ryoukuu
両軍,りょうぐん,リョウグン,ryougun,ryougun,ryougun
良家,りょうけ,リョウケ,ryouke,ryouke,ryouke
菱形,ひしがた,ヒシガタ,hishigata,hisigata,hishigata
了簡,りょうけん,リョウケン,ryouken,ryouken,ryouken
了見,りょうけん,リョウケン,ryouken,ryouken,ryouken
料簡,りょうけん,リョウケン,ryouken,ryouken,ryouken
猟犬,りょうけん,リョウケン,ryouken,ryouken,ryouken
両虎,りょうこ,リョウコ,ryouko,ryouko,ryouko
良好,りょうこう,リョウコウ,ryoukou,ryoukou,ryouko
良港,りょうこう,リョウコウ,ryoukou,ryoukou,ryouko
両国,りょうごく,リョウゴク,ryougoku,ryougoku,ryougoku
竜虎,りゅうこ,リュウコ,ryuuko,ryuuko,ryuuko
良妻,りょうさい,リョウサイ,ryousai,ryousai,ryousai
良剤,りょうざい,リョウザイ,ryouzai,ryouzai,ryouzai
良材,りょうざい,リョウザイ,ryouzai,ryouzai,ryouzai
良策,りょうさく,リョウサク,ryousaku,ryousaku,ryousaku
諒察,りょうさつ,リョウサツ,ryousatsu,ryousatu,ryousatsu
両三,りょうさん,リョウサン,ryousan,ryousan,ryousan
量産,りょうさん,リョウサン,ryousan,ryousan,ryousan
理容師,りようし,リヨウシ,riyoushi,riyousi,riyoushi
両氏,りょうし,リョウシ,ryoushi,ryousi,ryoushi
料紙,りょうし,リョウシ,ryoushi,ryousi,ryoushi
漁師,りょうし,リョウシ,ryoushi,ryousi,ryoushi
猟師,りょうし,リョウシ,ryoushi,ryousi,ryoushi
竜子,りゅうこ,リュウコ,ryuuko,ryuuko,ryuuko
良師,りょうし,リョウシ,ryoushi,ryousi,ryoushi
量子,りょうし,リョウシ,ryoushi,ryousi,ryoushi
領事,りょうじ,リョウジ,ryouji,ryouzi,ryouji
令旨,りょうじ,リョウジ,ryouji,ryouzi,ryouji
療治,りょうじ,リョウジ,ryouji,ryouzi,ryouji
領事館,りょうじかん,リョウジカン,ryoujikan,ryouzikan,ryoujikan
良識,りょうしき,リョウシキ,ryoushiki,ryousiki,ryoushiki
良質,りょうしつ,リョウシツ,ryoushitsu,ryousitu,ryoushitsu
両社,りょうしゃ,リョウシャ,ryousha,ryousya,ryousha
両者,りょうしゃ,リョウシャ,ryousha,ryousya,ryousha
利用者,りようしゃ,リヨウシャ,riyousha,riyousya,riyousha
良種,りょうしゅ,リョウシュ,ryoushu,ryousyu,ryoushu
領主,りょうしゅ,リョウシュ,ryoushu,ryousyu,ryoushu
領取,りょうしゅ,リョウシュ,ryoushu,ryousyu,ryoushu
猟銃,りょうじゅう,リョウジュウ,ryoujuu,ryoujuu,ryoujuu
涼秋,りょうしゅう,リョウシュウ,ryoushuu,ryousyuu,ryoushuu
領収,りょうしゅう,リョウシュウ,ryoushuu,ryousyuu,ryoushuu
領袖,りょうしゅう,リョウシュウ,ryoushuu,ryousyuu,ryoushuu
了承,りょうしょう,リョウショウ,ryoushou,ryousyou,ryoushou
糧食,りょうしょく,リョウショク,ryoushoku,ryousyoku,ryoushoku
量子力学,りょうしりきがく,リョウシリキガク,ryoushirikigaku,ryousirikigaku,ryoushirikigaku
両親,りょうしん,リョウシン,ryoushin,ryousin,ryoushin
良心,りょうしん,リョウシン,ryoushin,ryousin,ryoushin
良人,おっと,オット,otto,otto,otto
量水,りょうすい,リョウスイ,ryousui,ryousui,ryousui
両数,りょうすう,リョウスウ,ryousuu,ryousuu,ryousuu
両性,りょうせい,リョウセイ,ryousei,ryousei,ryousei
両生,りょうせい,リョウセイ,ryousei,ryousei,ryousei
令制,りょうせい,リョウセイ,ryousei,ryousei,ryousei
寮生,りょうせい,リョウセイ,ryousei,ryousei,ryousei
良性,りょうせい,リョウセイ,ryousei,ryousei,ryousei
良政,よしまさ,ヨシマサ,yoshimasa,yosimasa,yoshimasa
両生類,りょうせいるい,リョウセイルイ,ryouseirui,ryouseirui,ryouseirui
両棲類,りょうせいるい,リョウセイルイ,ryouseirui,ryouseirui,ryouseirui
僚船,りょうせん,リョウセン,ryousen,ryousen,ryousen
稜線,りょうせん,リョウセン,ryousen,ryousen,ryousen
両全,りょうぜん,リョウゼン,ryouzen,ryouzen,ryouzen
良俗,りょうぞく,リョウゾク,ryouzoku,ryouzoku,ryouzoku
両建て,りょうだて,リョウダテ,ryoudate,ryoudate,ryoudate
両断,りょうだん,リョウダン,ryoudan,ryoudan,ryoudan
了知,りょうち,リョウチ,ryouchi,ryouti,ryouchi
掠笞,りょうち,リョウチ,ryouchi,ryouti,ryouchi
料地,りょうち,リョウチ,ryouchi,ryouti,ryouchi
良智,よしとも,ヨシトモ,yoshitomo,yositomo,yoshitomo
良知,よしとも,ヨシトモ,yoshitomo,yositomo,yoshitomo
領地,りょうち,リョウチ,ryouchi,ryouti,ryouchi
領知,りょうち,リョウチ,ryouchi,ryouti,ryouchi
領置,りょうち,リョウチ,ryouchi,ryouti,ryouchi
両手,りょうて,リョウテ,ryoute,ryoute,ryoute
料亭,りょうてい,リョウテイ,ryoutei,ryoutei,ryoutei
竜蹄,りょうてい,リョウテイ,ryoutei,ryoutei,ryoutei
量定,りょうてい,リョウテイ,ryoutei,ryoutei,ryoutei
龍蹄,りょうてい,リョウテイ,ryoutei,ryoutei,ryoutei
領土,りょうど,リョウド,ryoudo,ryoudo,ryoudo
竜頭,りゅうず,リュウズ,ryuuzu,ryuuzu,ryuuzu
両刀,りょうとう,リョウトウ,ryoutou,ryoutou,ryouto
両統,りょうとう,リョウトウ,ryoutou,ryoutou,ryouto
両頭,りょうとう,リョウトウ,ryoutou,ryoutou,ryouto
両道,りょうどう,リョウドウ,ryoudou,ryoudou,ryoudou
糧道,りょうどう,リョウドウ,ryoudou,ryoudou,ryoudou
領導,りょうどう,リョウドウ,ryoudou,ryoudou,ryoudou
了得,りょうとく,リョウトク,ryoutoku,ryoutoku,ryoutoku
領内,りょうない,リョウナイ,ryounai,ryounai,ryounai
両人,りょうにん,リョウニン,ryounin,ryounin,ryounin
両端,りょうたん,リョウタン,ryoutan,ryoutan,ryoutan
量販店,りょうはんてん,リョウハンテン,ryouhanten,ryouhanten,ryouhanten
良否,りょうひ,リョウヒ,ryouhi,ryouhi,ryouhi
良風,りょうふう,リョウフウ,ryoufuu,ryoufuu,ryoufuu
涼風,すずかぜ,スズカゼ,suzukaze,suzukaze,suzukaze
領分,りょうぶん,リョウブン,ryoubun,ryoubun,ryoubun
