orig,hira,vowel
のぐそ,のぐそ,nouo
野宿,のじゅく,nouu
のぞきみ,のぞきみ,nooii
のたれじに,のたれじに,noaeini
ノック,のっく,nou
のびちぢみ,のびちぢみ,noiiii
のべおくり,のべおくり,noeoui
飲み会,のみかい,noiai
のみくい,のみくい,noiui
ノミネート,のみねーと,noineeo
のやき,のやき,noai
のりおり,のりおり,noioi
のりかえ,のりかえ,noiae
のりつぎ,のりつぎ,noiui
把握,はあく,aau
拝,はい,ai
廃位,はいい,aii
配意,はいい,aii
背泳,はいえい,aiei
廃駅,はいえき,aiei
排液,はいえき,aiei
拝謁,はいえつ,aieu
排煙,はいえん,aien
廃家,はいか,aia
拝賀,はいが,aia
倍加,ばいか,aia
徘徊,はいかい,aiai
媒介,ばいかい,aiai
廃刊,はいかん,aian
拝観,はいかん,aian
配管,はいかん,aian
拝顔,はいがん,aian
売官,ばいかん,aian
陪観,ばいかん,aian
廃棄,はいき,aii
拝跪,はいき,aii
排気,はいき,aii
売却,ばいきゃく,aiau
廃休,はいきゅう,aiuu
配球,はいきゅう,aiuu
配給,はいきゅう,aiuu
背教,はいきょう,aiou
廃業,はいぎょう,aiou
配偶,はいぐう,aiuu
拝啓,はいけい,aiei
排撃,はいげき,aiei
売血,ばいけつ,aieu
拝見,はいけん,aien
廃坑,はいこう,aiou
廃校,はいこう,aiou
廃鉱,はいこう,aiou
配光,はいこう,aiou
廃合,はいごう,aiou
配合,はいごう,aiou
配剤,はいざい,aiai
廃山,はいざん,aian
廃残,はいざん,aian
敗残,はいざん,aian
廃市,はいし,aii
廃弛,はいし,aii
廃止,はいし,aii
敗死,はいし,aii
配祀,はいし,aii
廃寺,はいじ,aii
拝辞,はいじ,aii
配字,はいじ,aii
敗衄,はいじく,aiiu
廃車,はいしゃ,aia
配車,はいしゃ,aia
拝借,はいしゃく,aiau
媒妁,ばいしゃく,aiau
媒酌,ばいしゃく,aiau
拝受,はいじゅ,aiu
排出,はいしゅつ,aiuu
売春,ばいしゅん,aiun
廃除,はいじょ,aio
排除,はいじょ,aio
廃娼,はいしょう,aiou
拝承,はいしょう,aiou
拝誦,はいしょう,aiou
焙焼,ばいしょう,aiou
賠償,ばいしょう,aiou
配食,はいしょく,aiou
売色,ばいしょく,aiou
背信,はいしん,aiin
背進,はいしん,aiin
配信,はいしん,aiin
排水,はいすい,aiui
配水,はいすい,aiui
拝趨,はいすう,aiuu
排斥,はいせき,aiei
排雪,はいせつ,aieu
廃絶,はいぜつ,aieu
廃線,はいせん,aien
敗戦,はいせん,aien
配線,はいせん,aien
配船,はいせん,aien
配膳,はいぜん,aien
媒染,ばいせん,aien
焙煎,ばいせん,aien
陪膳,はいぜん,aien
敗訴,はいそ,aio
敗走,はいそう,aiou
配送,はいそう,aiou
倍増,ばいぞう,aiou
廃村,はいそん,aion
廃退,はいたい,aiai
廃頽,はいたい,aiai
敗退,はいたい,aiai
胚胎,はいたい,aiai
配達,はいたつ,aiau
配置,はいち,aii
廃置,はいち,aii
廃嫡,はいちゃく,aiau
拝聴,はいちょう,aiou
配点,はいてん,aien
配電,はいでん,aien
バイト,ばいと,aio
佩刀,はいとう,aiou
廃刀,はいとう,aiou
配当,はいとう,aiou
廃道,はいどう,aiou
拝堂,はいどう,aiou
排尿,はいにょう,ainou
排膿,はいのう,ainou
売買,ばいばい,aiai
売買春,ばいばいしゅん,aiaiun
廃藩,はいはん,aian
悖反,はいはん,aian
背反,はいはん,aian
背叛,はいはん,aian
廃藩置県,はいはんちけん,aianien
拝眉,はいび,aii
配備,はいび,aii
配付,はいふ,aiu
配布,はいふ,aiu
拝舞,はいぶ,aiu
廃仏,はいぶつ,aiuu
拝聞,はいぶん,aiun
配分,はいぶん,aiun
排便,はいべん,aien
敗亡,はいぼう,aiou
敗北,はいぼく,aiou
拝命,はいめい,aiei
廃滅,はいめつ,aieu
敗滅,はいめつ,aieu
背約,はいやく,aiau
売約,ばいやく,aiau
売薬,ばいやく,aiau
培養,ばいよう,aiou
拝礼,はいれい,aiei
拝覧,はいらん,aian
排卵,はいらん,aian
背理,はいり,aii
背離,はいり,aii
廃立,はいりつ,aiiu
配慮,はいりょ,aio
拝領,はいりょう,aiou
配流,はいる,aiu
悖戻,はいれい,aiei
背戻,はいれい,aiei
排列,はいれつ,aieu
配列,はいれつ,aieu
廃炉,はいろ,aio
破戒,はかい,aai
はかもうで,はかもうで,aaoue
破棄,はき,ai
破毀,はき,ai
はぎしり,はぎしり,aiii
波及,はきゅう,auu
破局,はきょく,aou
迫害,はくがい,auai
博戯,はくぎ,aui
曝気,ばっき,ai
搏撃,はくげき,auei
迫撃,はくげき,auei
爆撃,ばくげき,auei
爆砕,ばくさい,auai
爆殺,ばくさつ,auau
爆死,ばくし,aui
拍手,はくしゅ,auu
白状,はくじょう,auou
爆笑,ばくしょう,auou
驀進,ばくしん,auin
白濁,はくだく,auau
剥奪,はくだつ,auau
剥脱,はくだつ,auau
伯仲,はくちゅう,auuu
拍動,はくどう,auou
搏動,はくどう,auou
白熱,はくねつ,auneu
爆破,ばくは,aua
爆発,ばくはつ,auau
剥落,はくらく,auau
爆裂,ばくれつ,aueu
暴露,ばくろ,auo
曝露,ばくろ,auo
派遣,はけん,aen
跛行,はこう,aou
破婚,はこん,aon
破摧,はさい,aai
破砕,はさい,aai
破産,はさん,aan
把持,はじ,ai
播種,はしゅ,au
派出,はしゅつ,auu
はしりがき,はしりがき,aiiai
はしわたし,はしわたし,aiaai
パス,ぱす,au
破水,はすい,aui
はずれ,はずれ,aue
派生,はせい,aei
破損,はそん,aon
バタフライ,ばたふらい,aauai
破綻,はたん,aan
破断,はだん,aan
発案,はつあん,auan
発育,はついく,auiu
はつうり,はつうり,auui
発音,はつおん,auon
発火,はっか,aa
白化,あるべど,aueo
発芽,はつが,aua
発会,はっかい,aai
発覚,はっかく,aau
はつかみなり,はつかみなり,auainai
発刊,はっかん,aan
発汗,はっかん,aan
発艦,はつかん,auan
発揮,はっき,ai
発議,はつぎ,aui
発狂,はっきょう,aou
バック,ばっく,au
バックアップ,ばっくあっぷ,auau
発掘,はっくつ,auu
発券,はっけん,aen
発見,はっけん,aen
発現,はつげん,auen
発言,はつげん,auen
抜剣,ばっけん,aen
跋扈,ばっこ,ao
発効,はっこう,aou
発光,はっこう,aou
発向,はっこう,aou
発航,はっこう,aou
発行,はっこう,aou
発酵,はっこう,aou
発根,はっこん,aon
伐採,ばっさい,aai
発散,はっさん,aan
発射,はっしゃ,aa
発車,はっしゃ,aa
発出,はっしゅつ,auu
発症,はっしょう,aou
発祥,はっしょう,aou
発情,はつじょう,auou
発信,はっしん,ain
発振,はっしん,ain
発進,はっしん,ain
発疹,はっしん,ain
抜粋,ばっすい,aui
抜萃,ばっすい,aui
発声,はっせい,aei
発生,はっせい,aei
発赤,はっせき,aei
発送,はっそう,aou
発達,はったつ,aau
発着,はっちゃく,aau
発注,はっちゅう,auu
バッティング,ばってぃんぐ,aeinu
抜擢,ばってき,aei
発展,はってん,aen
発電,はつでん,auen
発動,はつどう,auou
抜刀,ばっとう,aou
発熱,はつねつ,auneu
発売,はつばい,auai
発表,はっぴょう,aou
発病,はつびょう,auou
発布,はっぷ,au
発奮,はっぷん,aun
発憤,はっぷん,aun
発泡,はっぽう,aou
発疱,はっぽう,aou
はつまいり,はつまいり,auaii
発明,はつめい,auei
発毛,はつもう,auou
はつもうで,はつもうで,auoue
発揚,はつよう,auou
発雷,はつらい,auai
発令,はつれい,auei
発露,はつろ,auo
罵倒,ばとう,aou
パトロール,ぱとろーる,aooou
はなづまり,はなづまり,anauai
はなみ,はなみ,anai
はなむけ,はなむけ,anaue
ばなれ,ばなれ,anae
パニック,ぱにっく,aniu
はねつき,はねつき,aneui
破魔,はま,aa
破滅,はめつ,aeu
破門,はもん,aon
はやおき,はやおき,aaoi
はやがけ,はやがけ,aaae
早合点,はやがてん,aaaen
はやじに,はやじに,aaini
はやとちり,はやとちり,aaoii
はやね,はやね,aane
早弁,はやべん,aaen
はらくだし,はらくだし,aauai
はらくだり,はらくだり,aauai
はらごしらえ,はらごしらえ,aaoiae
ハラスメント,はらすめんと,aaueno
はらもち,はらもち,aaoi
罵詈,ばり,ai
はりあいぬけ,はりあいぬけ,aiainue
はりがみ,はりがみ,aiai
破裂,はれつ,aeu
破牢,はろう,aou
パワーハラスメント,ぱわーはらすめんと,aaaaaueno
はわたり,はわたり,aaai
パワハラ,ぱわはら,aaaa
パン,ぱん,an
反映,はんえい,anei
繁栄,はんえい,anei
汎化,はんか,ana
半壊,はんかい,anai
挽回,ばんかい,anai
半眼,はんがん,anan
反逆,はんぎゃく,anau
叛逆,はんぎゃく,anau
班給,はんきゅう,anuu
盤踞,ばんきょ,ano
蟠踞,ばんきょ,ano
反響,はんきょう,anou
板金,ばんきん,anin
鈑金,ばんきん,anin
ハング,はんぐ,anu
ハングアップ,はんぐあっぷ,anuau
反撃,はんげき,anei
判決,はんけつ,aneu
半減,はんげん,anen
反言,はんげん,anen
反抗,はんこう,anou
反攻,はんこう,anou
版行,はんこう,anou
頒行,はんこう,anou
万考,ばんこう,anou
半截,はんせつ,aneu
半裁,はんさい,anai
万才,ばんざい,anai
判示,はんじ,ani
反射,はんしゃ,ana
万謝,ばんしゃ,ana
晩酌,ばんしゃく,anau
搬出,はんしゅつ,anuu
板書,ばんしょ,ano
反証,はんしょう,anou
半焼,はんしょう,anou
反照,はんしょう,anou
汎称,はんしょう,anou
範唱,はんしょう,anou
繁盛,はんじょう,anou
万丈,ばんじょう,anou
繁殖,はんしょく,anou
蕃殖,はんしょく,anou
伴随,はんずい,anui
反芻,はんすう,anuu
ハンスト,はんすと,anuo
反省,はんせい,anei
半切,はんせつ,aneu
反訴,はんそ,ano
帆走,はんそう,anou
搬送,はんそう,anou
伴奏,ばんそう,anou
伴走,ばんそう,anou
反則,はんそく,anou
犯則,はんそく,anou
蕃息,はんそく,anou
反対,はんたい,anai
判断,はんだん,anan
判定,はんてい,anei
反転,はんてん,anen
反騰,はんとう,anou
判読,はんどく,anou
範読,はんどく,anou
繙読,はんどく,anou
搬入,はんにゅう,annuu
反応,はんのう,annou
販売,はんばい,anai
反駁,はんばく,anau
斑白,はんぱく,anau
反発,はんぱつ,anau
反比例,はんぴれい,aniei
頒布,はんぷ,anu
反復,はんぷく,anuu
反覆,はんぷく,anuu
判別,はんべつ,aneu
判明,はんめい,anei
繁茂,はんも,ano
反目,はんもく,anou
反問,はんもん,anon
煩悶,はんもん,anon
汎用,はんよう,anou
反乱,はんらん,anan
叛乱,はんらん,anan
氾濫,はんらん,anan
反論,はんろん,anon
ひあそび,ひあそび,iaoi
ひあぶり,ひあぶり,iaui
非違,ひい,ii
PR,PR,
贔屓,ひいき,iii
肥育,ひいく,iiu
裨益,ひえき,iei
美化,びか,ia
ひがえり,ひがえり,iaei
比較,ひかく,iau
悲観,ひかん,ian
避寒,ひかん,ian
誹毀,ひき,ii
避諱,ひき,ii
非毀,ひき,ii
誹議,ひぎ,ii
非議,ひぎ,ii
ひきかえ,ひきかえ,iiae
引き算,ひきざん,iian
ひきつぎ,ひきつぎ,iiui
ひきにげ,ひきにげ,iinie
悲泣,ひきゅう,iuu
比況,ひきょう,iou
ひきわたし,ひきわたし,iiaai
微吟,びぎん,iin
卑屈,ひくつ,iuu
卑下,ひげ,ie
飛檄,ひげき,iei
ひけし,ひけし,iei
否決,ひけつ,ieu
秘結,ひけつ,ieu
比肩,ひけん,ien
微減,びげん,ien
微言,びげん,ien
庇護,ひご,io
披講,ひこう,iou
比考,ひこう,iou
罷工,ひこう,iou
肥厚,ひこう,iou
飛行,ひこう,iou
尾行,びこう,iou
微行,びこう,iou
被災,ひさい,iai
ひざまくら,ひざまくら,iaaua
飛散,ひさん,ian
批准,ひじゅん,iun
比準,ひじゅん,iun
卑称,ひしょう,iou
悲傷,ひしょう,iou
飛翔,ひしょう,iou
非情,ひじょう,iou
微傷,びしょう,iou
微笑,びしょう,iou
美粧,びしょう,iou
比色,ひしょく,iou
美食,びしょく,iou
微酔,びすい,iui
批正,ひせい,iei
秘蔵,ひぞう,iou
美装,びそう,iou
微増,びぞう,iou
肥大,ひだい,iai
悲嘆,ひたん,ian
悲歎,ひたん,ian
被弾,ひだん,ian
備蓄,びちく,iiu
微調整,びちょうせい,iouei
筆下,ひっか,ia
筆記,ひっき,ii
ひつけ,ひつけ,iue
ひっこし,ひっこし,ioi
筆算,ひっさん,ian
筆写,ひっしゃ,ia
筆談,ひつだん,iuan
必着,ひっちゃく,iau
必中,ひっちゅう,iuu
匹敵,ひってき,iei
ヒット,ひっと,io
筆答,ひっとう,iou
逼迫,ひっぱく,iau
否定,ひてい,iei
比定,ひてい,iei
一安心,ひとあんしん,ioanin
微動,びどう,iou
ひとうけ,ひとうけ,ioue
ひとかい,ひとかい,ioai
秘匿,ひとく,iou
一苦労,ひとくろう,iouou
ひとさらい,ひとさらい,ioaai
ひとだかり,ひとだかり,ioaai
ひとちがい,ひとちがい,ioiai
ひととおり,ひととおり,ioooi
ひとまね,ひとまね,ioane
人身御供,ひとみごくう,ioiouu
ひとみしり,ひとみしり,ioiii
ひとめぐり,ひとめぐり,ioeui
ひとめぼれ,ひとめぼれ,ioeoe
ひとやすみ,ひとやすみ,ioaui
ひとりい,ひとりい,ioii
ひとりずまい,ひとりずまい,ioiuai
ひとりだち,ひとりだち,ioiai
ひとりね,ひとりね,ioine
批難,ひなん,inan
避難,ひなん,inan
非難,ひなん,inan
否認,ひにん,inin
避妊,ひにん,inin
疲憊,ひはい,iai
肥培,ひばい,iai
被曝,ひばく,iau
被爆,ひばく,iau
批判,ひはん,ian
批評,ひひょう,iou
ひびわれ,ひびわれ,iiae
被覆,ひふく,iuu
悲憤,ひふん,iun
微分,びぶん,iun
疲弊,ひへい,iei
鼻閉,びへい,iei
誹謗,ひぼう,iou
肥満,ひまん,ian
弥漫,びまん,ian
瀰漫,びまん,ian
悲鳴,ひめい,iei
罷免,ひめん,ien
飛躍,ひやく,iau
ひやけ,ひやけ,iae
百鬼夜行,ひゃっきやぎょう,aiaou
ひやとい,ひやとい,iaoi
比喩,ひゆ,iu
譬喩,ひゆ,iu
謬説,びゅうせつ,uueu
飛揚,ひよう,iou
憑依,ひょうい,oui
評価,ひょうか,oua
描画,びょうが,oua
病臥,びょうが,oua
氷解,ひょうかい,ouai
標記,ひょうき,oui
表記,ひょうき,oui
評議,ひょうぎ,oui
表具,ひょうぐ,ouu
表慶,ひょうけい,ouei
表敬,ひょうけい,ouei
表計算,ひょうけいさん,oueian
氷結,ひょうけつ,oueu
票決,ひょうけつ,oueu
表決,ひょうけつ,oueu
評決,ひょうけつ,oueu
病欠,びょうけつ,oueu
表現,ひょうげん,ouen
標示,ひょうじ,oui
表示,ひょうじ,oui
病死,びょうし,oui
描写,びょうしゃ,oua
氷釈,ひょうしゃく,ouau
評釈,ひょうしゃく,ouau
表出,ひょうしゅつ,ouuu
描出,びょうしゅつ,ouuu
標準化,ひょうじゅんか,ouuna
表彰,ひょうしょう,ouou
表章,ひょうしょう,ouou
表象,ひょうしょう,ouou
氷上,ひかみ,iai
評定,ひょうてい,ouei
剽窃,ひょうせつ,oueu
表装,ひょうそう,ouou
漂着,ひょうちゃく,ouau
標注,ひょうちゅう,ouuu
評注,ひょうちゅう,ouuu
評註,ひょうちゅう,ouuu
剽盗,ひょうとう,ouou
漂泊,ひょうはく,ouau
漂白,ひょうはく,ouau
表白,ひょうはく,ouau
評判,ひょうばん,ouan
豹変,ひょうへん,ouen
標榜,ひょうぼう,ouou
病歿,びょうぼつ,ouou
病没,びょうぼつ,ouou
表明,ひょうめい,ouei
漂流,ひょうりゅう,ouuu
評論,ひょうろん,ouon
ひらあやまり,ひらあやまり,iaaaai
避雷,ひらい,iai
飛来,ひらい,iai
ひらおよぎ,ひらおよぎ,iaooi
糜爛,びらん,ian
賁臨,ふんりん,unin
ビルド,びるど,iuo
ビルトイン,びるといん,iuoin
ひるね,ひるね,iune
比例,ひれい,iei
披露,ひろう,iou
疲労,ひろう,iou
疲労困憊,ひろうこんぱい,iouonai
ひろびろ,ひろびろ,ioio
貧窮,ひんきゅう,inuu
憫笑,びんしょう,inou
便乗,びんじょう,inou
稟請,りんせい,inei
擯斥,ひんせき,inei
品藻,ひんそう,inou
頻発,ひんぱつ,inau
品評,ひんぴょう,inou
貧乏,びんぼう,inou
頻用,ひんよう,inou
紊乱,びんらん,inan
怖畏,ふい,ui
撫育,ぶいく,uiu
吹聴,ふいちょう,uiou
フィット,ふぃっと,io
フィリバスター,ふぃりばすたー,iiauaa
封印,ふういん,uuin
封緘,ふうかん,uuan
諷諫,ふうかん,uuan
風乾,ふうかん,uuan
封鎖,ふうさ,uua
封殺,ふうさつ,uuau
諷刺,ふうし,uui
風刺,ふうし,uui
諷誦,ふじゅ,uu
風雪,ふうせつ,uueu
風選,ふうせん,uuen
風葬,ふうそう,uuou
ブート,ぶーと,uuo
封入,ふうにゅう,uunuu
風靡,ふうび,uui
風聞,ふうぶん,uuun
風防,ふうぼう,uuou
風来,ふうらい,uuai
プール,ぷーる,uuu
敷衍,ふえん,uen
赴援,ふえん,uen
フォーマット,ふぉーまっと,ooao
フォロー,ふぉろー,ooo
付加,ふか,ua
孵化,ふか,ua
負荷,ふか,ua
賦課,ふか,ua
附加,ふか,ua
付会,ふかい,uai
附会,ふかい,uai
ふかいり,ふかいり,uaii
ふかおい,ふかおい,uaoi
ふかざけ,ふかざけ,uaae
部活動,ぶかつどう,uauou
俯瞰,ふかん,uan
不完全燃焼,ふかんぜんねんしょう,uanennenou
付記,ふき,ui
附記,ふき,ui
付議,ふぎ,ui
附議,ふぎ,ui
普及,ふきゅう,uuu
腐朽,ふきゅう,uuu
俯仰,ふぎょう,uou
復員,ふくいん,uuin
服役,ふくえき,uuei
復円,ふくえん,uuen
復縁,ふくえん,uuen
伏臥,ふくが,uua
復学,ふくがく,uuau
復元,ふくげん,uuen
復原,ふくはら,uuaa
復号,ふくごう,uuou
複合,ふくごう,uuou
伏在,ふくざい,uuai
複雑,ふくざつ,uuau
復氏,ふくし,uui
複視,ふくし,uui
服事,ふくじ,uui
腹式呼吸,ふくしきこきゅう,uuiiouu
輻射,ふくしゃ,uua
複写,ふくしゃ,uua
復習,ふくしゅう,uuuu
復讐,ふくしゅう,uuuu
服従,ふくじゅう,uuuu
復唱,ふくしょう,uuou
復職,ふくしょく,uuou
復姓,ふくせい,uuei
複製,ふくせい,uuei
復席,ふくせき,uuei
復籍,ふくせき,uuei
副葬,ふくそう,uuou
復奏,ふくそう,uuou
覆奏,ふくそう,uuou
輻湊,ふくそう,uuou
輻輳,ふくそう,uuou
腹蔵,ふくぞう,uuou
覆蔵,ふくぞう,uuou
服属,ふくぞく,uuou
復調,ふくちょう,uuou
復党,ふくとう,uuou
復読,ふくどく,uuou
服毒,ふくどく,uuou
復辟,ふくへき,uuei
服務,ふくむ,uuu
復命,ふくめい,uuei
覆滅,ふくめつ,uueu
覆面,ふくめん,uuen
服喪,ふくも,uuo
服薬,ふくやく,uuau
服用,ふくよう,uuou
伏流,ふくりゅう,uuuu
ふくろだたき,ふくろだたき,uuoaai
不言,ふげん,uen
付言,ふげん,uen
誣言,ぶげん,uen
附言,ふげん,uen
侮言,ぶげん,uen
不語,ふご,uo
不孝,ふこう,uou
符合,ふごう,uou
不合格,ふごうかく,uouau
富国,ふこく,uou
布告,ふこく,uou
誣告,ぶこく,uou
付載,ふさい,uai
附載,ふさい,uai
無作法,ぶさほう,uaou
奉事,ほうじ,oui
不時着,ふじちゃく,uiau
不始末,ふしまつ,uiau
不自由,ふじゆう,uiuu
扶助,ふじょ,uo
負傷,ふしょう,uou
浮上,ふじょう,uou
不食,ふしょく,uou
扶植,ふしょく,uou
腐植,ふしょく,uou
腐蝕,ふしょく,uou
腐食,ふしょく,uou
侮辱,ぶじょく,uou
普請,ふしん,uin
腐心,ふしん,uin
布陣,ふじん,uin
付図,ふず,uu
附図,ふず,uu
付随,ふずい,uui
附随,ふずい,uui
布施,ふせ,ue
不正,ふせい,uei
伏せ字,ふせじ,uei
付設,ふせつ,ueu
敷設,ふせつ,ueu
附設,ふせつ,ueu
武装,ぶそう,uou
不足,ふそく,uou
付嘱,ふぞく,uou
付属,ふぞく,uou
附属,ふぞく,uou
付帯,ふたい,uai
附帯,ふたい,uai
付託,ふたく,uau
負託,ふたく,uau
附託,ふたく,uau
ふたまた,ふたまた,uaaa
ふたりのり,ふたりのり,uainoi
負担,ふたん,uan
武断,ぶだん,uan
付置,ふち,ui
布置,ふち,ui
附置,ふち,ui
付着,ふちゃく,uau
附着,ふちゃく,uau
付注,ふちゅう,uuu
附注,ふちゅう,uuu
復活,ふっかつ,uau
復刊,ふっかん,uan
復帰,ふっき,ui
復仇,ふっきゅう,uuu
復旧,ふっきゅう,uuu
ブックマーク,ぶっくまーく,uuaau
復権,ふっけん,uen
復古,ふっこ,uo
物故,ぶっこ,uo
復興,ふっこう,uou
復航,ふっこう,uou
復刻,ふっこく,uou
覆刻,ふっこく,uou
仏参,ぶっさん,uan
払拭,ふっしょく,uou
物色,ぶっしょく,uou
物損,ぶっそん,uon
ぶっち,ぶっち,ui
払底,ふってい,uei
沸騰,ふっとう,uou
物納,ぶつのう,uunou
不貞,ふてい,uei
浮動,ふどう,uou
武闘,ぶとう,uou
ふながこい,ふながこい,unaaoi
ふなのり,ふなのり,unanoi
赴任,ふにん,unin
腐敗,ふはい,uai
不買,ふばい,uai
不買運動,ふばいうんどう,uaiunou
侮蔑,ぶべつ,ueu
普遍,ふへん,uen
ふみあらい,ふみあらい,uiaai
浮名,うきな,uina
浮遊,ふゆう,uuu
冬支度,ふゆじたく,uuiau
付与,ふよ,uo
賦与,ふよ,uo
附与,ふよ,uo
扶揺,ふよう,uou
扶養,ふよう,uou
浮揚,ふよう,uou
浮葉,ふよう,uou
撫養,むや,ua
舞踊,ぶよう,uou
ブラウジング,ぶらうじんぐ,uauinu
プラス,ぷらす,uau
フラッシュ,ふらっしゅ,uau
孵卵,ふらん,uan
腐乱,ふらん,uan
腐爛,ふらん,uan
ブランク,ぶらんく,uanu
ふりあらい,ふりあらい,uiaai
フリーズ,ふりーず,uiiu
ブリーフィング,ぶりーふぃんぐ,uiiinu
プリインストール,ぷりいんすとーる,uiinuoou
ふりだし,ふりだし,uiai
浮流,ふりゅう,uuu
不倫,ふりん,uin
プリント,ぷりんと,uino
プリントアウト,ぷりんとあうと,uinoauo
ブレイク,ぶれいく,ueiu
プレビュー,ぷれびゅー,ueuu
ブロー,ぶろー,uoo
プログラミング,ぷろぐらみんぐ,uouainu
ブロック,ぶろっく,uou
プロポーズ,ぷろぽーず,uooou
プロンプト,ぷろんぷと,uonuo
付和,ふわ,ua
附和,ふわ,ua
付和雷同,ふわらいどう,uaaiou
憤怨,ふんえん,unen
分煙,ぶんえん,unen
噴火,ふんか,una
分化,ぶんか,una
憤慨,ふんがい,unai
分解,ぶんかい,unai
分割,ぶんかつ,unau
分轄,ぶんかつ,unau
奮起,ふんき,uni
分岐,ぶんき,uni
紛糾,ふんきゅう,unuu
分家,ぶんけ,une
奮激,ふんげき,unei
憤激,ふんげき,unei
分遣,ぶんけん,unen
分光,ぶんこう,unou
聞香,ぶんこう,unou
分骨,ぶんこつ,unou
粉砕,ふんさい,unai
分冊,ぶんさつ,unau
分散,ぶんさん,unan
憤死,ふんし,uni
分枝,ぶんし,uni
紛失,ふんしつ,uniu
噴射,ふんしゃ,una
噴出,ふんしゅつ,unuu
紛擾,ふんじょう,unou
分掌,ぶんしょう,unou
分乗,ぶんじょう,unou
分譲,ぶんじょう,unou
粉食,ふんしょく,unou
粉飾,ふんしょく,unou
文飾,ぶんしょく,unou
分析,ぶんせき,unei
分節,ぶんせつ,uneu
奮戦,ふんせん,unen
扮装,ふんそう,unou
分断,ぶんだん,unan
分段,ぶんだん,unan
分地,ぶんち,uni
聞知,ぶんち,uni
分置,ぶんち,uni
文通,ぶんつう,unuu
分店,ぶんてん,unen
奮闘,ふんとう,unou
忿怒,ふんぬ,unnu
憤怒,ふんど,uno
分納,ぶんのう,unnou
分派,ぶんぱ,una
分配,ぶんぱい,unai
奮発,ふんぱつ,unau
分泌,ぶんぴつ,uniu
分筆,ぶんぴつ,uniu
分布,ぶんぷ,unu
分別,ふんべつ,uneu
分包,ぶんぽう,unou
分封,ぶんぽう,unou
噴霧,ふんむ,unu
分与,ぶんよ,uno
分離,ぶんり,uni
分溜,ぶんりゅう,unuu
分留,ぶんりゅう,unuu
分類,ぶんるい,unui
奮励,ふんれい,unei
分霊,ぶんれい,unei
分列,ぶんれつ,uneu
分裂,ぶんれつ,uneu
閉院,へいいん,eiin
閉園,へいえん,eien
閉会,へいかい,eiai
閉館,へいかん,eian
併願,へいがん,eian
併記,へいき,eii
閉業,へいぎょう,eiou
平均,へいきん,eiin
閉経,へいけい,eiei
睥睨,へいげい,eiei
並航,へいこう,eiou
並行,へいこう,eiou
併合,へいごう,eiou
併行,へいこう,eiou
平行,へいこう,eiou
平衡,へいこう,eiou
閉口,へいこう,eiou
閉校,へいこう,eiou
閉講,へいこう,eiou
閉鎖,へいさ,eia
米作,べいさく,eiau
併殺,へいさつ,eiau
斃死,へいし,eii
閉式,へいしき,eiii
閉所,へいしょ,eio
併称,へいしょう,eiou
閉場,へいじょう,eiou
平身低頭,へいしんていとう,eiineiou
並走,へいそう,eiou
併走,へいそう,eiou
閉塞,へいそく,eiou
併存,へいそん,eion
並置,へいち,eii
併置,へいち,eii
閉庁,へいちょう,eiou
平定,へいてい,eiei
閉廷,へいてい,eiei
閉店,へいてん,eien
併呑,へいどん,eion
併任,へいにん,einin
併発,へいはつ,eiau
平伏,へいふく,eiuu
平分,へいぶん,eiun
閉幕,へいまく,eiau
閉門,へいもん,eion
平癒,へいゆ,eiu
併用,へいよう,eiou
並立,へいりつ,eiiu
並列,へいれつ,eieu
平話,へいわ,eia
ペイント,ぺいんと,eino
ベースアップ,べーすあっぷ,eeuau
ペースト,ぺーすと,eeuo
辟易,へきえき,eiei
別学,べつがく,euau
別居,べっきょ,eo
瞥見,べっけん,een
ヘッジ,へっじ,ei
蔑視,べっし,ei
蔑如,べつじょ,euo
別称,べっしょう,eou
蔑称,べっしょう,eou
別送,べっそう,eou
別杯,べっぱい,eai
別盃,べっぱい,eai
別離,べつり,eui
ヘルプ,へるぷ,euu
偏愛,へんあい,enai
偏倚,へんき,eni
変位,へんい,eni
変異,へんい,eni
変移,へんい,eni
変化,へんか,ena
返歌,かえしうた,aeiua
変改,へんかい,enai
弁解,べんかい,enai
変革,へんかく,enau
勉学,べんがく,enau
変換,へんかん,enan
返還,へんかん,enan
返却,へんきゃく,enau
返球,へんきゅう,enuu
勉強,べんきょう,enou
編曲,へんきょく,enou
返金,へんきん,enin
変形,へんけい,enei
弁護,べんご,eno
偏向,へんこう,enou
変更,へんこう,enou
返済,へんさい,enai
偏在,へんざい,enai
遍在,へんざい,enai
弁済,べんさい,enai
編纂,へんさん,enan
変死,へんし,eni
編次,へんじ,eni
返事,へんじ,eni
返辞,へんじ,eni
変質,へんしつ,eniu
騙取,へんしゅ,enu
偏執,へんしつ,eniu
編輯,へんしゅう,enuu
編集,へんしゅう,enuu
返書,へんしょ,eno
返上,へんじょう,enou
弁証,べんしょう,enou
弁償,べんしょう,enou
変色,へんしょく,enou
偏食,へんしょく,enou
偏心,へんしん,enin
変身,へんしん,enin
変針,へんしん,enin
返信,へんしん,enin
変心,へんしん,enin
変声,へんせい,enei
変性,へんせい,enei
変成,へんせい,enei
編制,へんせい,enei
編成,へんせい,enei
編製,へんせい,enei
変遷,へんせん,enen
変相,へんそう,enou
変装,へんそう,enou
返送,へんそう,enou
