orig,hira,vowel
容共,ようきょう,ouou
窯業,ようぎょう,ouou
謡曲,ようきょく,ouou
陽極,ようきょく,ouou
用具,ようぐ,ouu
養鶏,ようけい,ouei
要撃,ようげき,ouei
邀撃,ようげき,ouei
溶血,ようけつ,oueu
要訣,ようけつ,oueu
用件,ようけん,ouen
要件,ようけん,ouen
妖言,ようげん,ouen
用言,ようげん,ouen
謡言,ようげん,ouen
擁護,ようご,ouo
洋語,ようご,ouo
用語,ようご,ouo
要語,ようご,ouo
養護,ようご,ouo
妖光,ようこう,ouou
洋紅,ようこう,ouou
洋行,ようこう,ouou
溶鋼,ようこう,ouou
要港,ようこう,ouou
要綱,ようこう,ouou
陽光,ようこう,ouou
影向,ようごう,ouou
溶鉱炉,ようこうろ,ououo
養護学校,ようごがっこう,ouoaou
陽根,ようこん,ouon
洋裁,ようさい,ouai
葉菜,ようさい,ouai
要塞,ようさい,ouai
溶剤,ようざい,ouai
用材,ようざい,ouai
葉酸,ようさん,ouan
養蚕,ようさん,ouan
洋算,ようざん,ouan
夭死,ようし,oui
容姿,ようし,oui
洋紙,ようし,oui
用紙,ようし,oui
要旨,ようし,oui
陽子,ようこ,ouo
養子,ようし,oui
幼児,ようじ,oui
幼時,ようじ,oui
楊枝,ようじ,oui
洋字,ようじ,oui
用事,ようじ,oui
用字,ようじ,oui
養子縁組,ようしえんぐみ,ouienui
様式,ようしき,ouii
洋式,ようしき,ouii
要式,ようしき,ouii
幼児期,ようじき,ouii
幼児語,ようじご,ouio
洋室,ようしつ,ouiu
溶質,ようしつ,ouiu
容赦,ようしゃ,oua
溶射,ようしゃ,oua
用捨,ようしゃ,oua
幼主,ようしゅ,ouu
洋種,ようしゅ,ouu
洋酒,ようしゅ,ouu
容受,ようじゅ,ouu
榕樹,ようじゅ,ouu
陽樹,はるき,aui
妖術,ようじゅつ,ouuu
ヨウシュヤマゴボウ,ようしゅやまごぼう,ouuaaoou
陽春,ようしゅん,ouun
要所,ようしょ,ouo
洋書,ようしょ,ouo
妖女,ようじょ,ouo
幼女,ようじょ,ouo
養女,ようじょ,ouo
幼少,ようしょう,ouou
要衝,ようしょう,ouou
洋上,ようじょう,ouou
養生,ようじょう,ouou
幼少期,ようしょうき,ououi
幼少年,ようしょうねん,ouounen
容色,ようしょく,ouou
溶食,ようしょく,ouou
要職,ようしょく,ouou
養殖,ようしょく,ouou
洋食,ようしょく,ouou
養親,ようしん,ouin
洋人,ひろと,ioo
用心,ようじん,ouin
要人,ようじん,ouin
要心,ようじん,ouin
用心棒,ようじんぼう,ouinou
容子,ようこ,ouo
様子,ようす,ouu
揚水,ようすい,ouui
用水,ようすい,ouui
羊水,ようすい,ouui
様子見,ようすみ,ouui
夭逝,ようせい,ouei
妖星,ようせい,ouei
妖精,ようせい,ouei
幼生,ようせい,ouei
要請,ようせい,ouei
陽性,ようせい,ouei
養成,ようせい,ouei
容積,ようせき,ouei
容積率,ようせきりつ,oueiiu
夭折,ようせつ,oueu
溶接,ようせつ,oueu
熔接,ようせつ,oueu
要説,ようせつ,oueu
傭船,ようせん,ouen
溶銑,ようせん,ouen
用箋,ようせん,ouen
用船,ようせん,ouen
葉先,はさき,aai
沃素,ようそ,ouo
要素,ようそ,ouo
様相,ようそう,ouou
洋装,ようそう,ouou
庸俗,ようぞく,ouou
養鱒,ようそん,ouon
様態,ようたい,ouai
溶体,ようたい,ouai
容体,ようたい,ouai
容態,ようたい,ouai
用談,ようだん,ouan
要談,ようだん,ouan
ようち,ようち,oui
幼稚,ようち,oui
用地,ようち,oui
要地,ようち,oui
幼稚園,ようちえん,ouien
幼虫,ようちゅう,ouuu
幼鳥,ようちょう,ouou
膺懲,ようちょう,ouou
腰椎,ようつい,ouui
腰痛,ようつう,ouuu
幼帝,ようてい,ouei
要点,ようてん,ouen
陽転,ようてん,ouen
陽電子,ようでんし,oueni
用途,ようと,ouo
用度,ようど,ouo
洋刀,ようとう,ouou
洋灯,ようとう,ouou
溶湯,ようとう,ouou
羊頭,ようとう,ouou
幼童,ようどう,ouou
揺動,ようどう,ouou
要道,ようどう,ouou
陽動,ようどう,ouou
養豚,ようとん,ouon
羊肉,ひつじにく,iuiniu
羊乳,ようにゅう,ounuu
傭人,ようにん,ounin
容認,ようにん,ounin
用人,ようにん,ounin
遥任,ようにん,ounin
幼年,ようねん,ounen
溶媒,ようばい,ouai
妖美,ようび,oui
曜日,ようび,oui
洋品,ようひん,ouin
用品,ようひん,ouin
妖婦,ようふ,ouu
庸夫,みちお,iio
用布,ようふ,ouu
養父,ようふ,ouu
洋舞,ようぶ,ouu
腰部,ようぶ,ouu
洋風,ようふう,ouuu
洋服,ようふく,ouuu
洋物,ようもの,ouono
陽物,ようぶつ,ouuu
養父母,ようふぼ,ouuo
養分,ようぶん,ouun
傭兵,ようへい,ouei
用兵,ようへい,ouei
葉柄,ようへい,ouei
擁壁,ようへき,ouei
用便,ようべん,ouen
用弁,ようべん,ouen
養母,ようぼ,ouo
用法,ようほう,ouou
容貌,ようぼう,ouou
要望,ようぼう,ouou
養蜂,ようほう,ouou
幼木,ようぼく,ouou
用木,ようぼく,ouou
妖魔,ようま,oua
養鰻,ようまん,ouan
葉脈,ようみゃく,ouau
洋鵡,ようむ,ouu
用務,ようむ,ouu
要務,ようむ,ouu
用務員,ようむいん,ouuin
溶明,ようめい,ouei
用命,ようめい,ouei
陽明,ようめい,ouei
幼名,ようみょう,ouou
羊毛,ようもう,ouou
養毛,ようもう,ouou
要約,ようやく,ouau
溶融,ようゆう,ouuu
熔融,ようゆう,ouuu
様様,さまさま,aaaa
洋洋,やんやん,anan
要用,ようよう,ouou
陽葉,ようよう,ouou
揺籃,ようらん,ouan
洋蘭,ようらん,ouan
要覧,ようらん,ouan
葉理,ようり,oui
要理,ようり,oui
養鯉,ようり,oui
揚陸,ようりく,ouiu
揚陸艦,ようりくかん,ouiuan
擁立,ようりつ,ouiu
楊柳,かわやなぎ,aaanai
容量,ようりょう,ouou
用量,ようりょう,ouou
要領,ようりょう,ouou
揚力,ようりょく,ouou
葉緑素,ようりょくそ,ououo
用例,ようれい,ouei
溶炉,ようろ,ouo
熔炉,ようろ,ouo
要路,ようろ,ouo
養老,ようろう,ouou
ヨーガ,よーが,ooa
ヨーグルト,よーぐると,oouuo
ヨード,よーど,ooo
予価,よか,oa
予科,よか,oa
余暇,よか,oa
ヨガ,よが,oa
与格,よかく,oau
予覚,よかく,oau
豫覺,よかく,oau
よかぜ,よかぜ,oae
予感,よかん,oan
余寒,よかん,oan
予期,よき,oi
余儀,よぎ,oi
夜汽車,よぎしゃ,oia
余興,よきょう,oou
よぎり,よぎり,oii
預金,よきん,oin
預金通帳,よきんつうちょう,oinuuou
欲,よく,ou
翌朝,よくちょう,ouou
抑圧,よくあつ,ouau
抑鬱,よくうつ,ouuu
翌夏,よくなつ,ounau
翌月,よくげつ,oueu
翼賛,よくさん,ouan
抑止,よくし,oui
浴室,よくしつ,ouiu
翌日,よくじつ,ouiu
翌週,よくしゅう,ouuu
翌秋,よくしゅう,ouuu
翌春,よくしゅん,ouun
欲情,よくじょう,ouou
浴場,よくじょう,ouou
抑制,よくせい,ouei
翼成,よくせい,ouei
浴槽,よくそう,ouou
翼長,よくちょう,ouou
欲念,よくねん,ounen
翌年,よくねん,ounen
翌晩,よくばん,ouan
欲望,よくぼう,ouou
抑揚,よくよう,ouou
翼竜,よくりゅう,ouuu
抑留,よくりゅう,ouuu
余計,よけい,oei
預血,よけつ,oeu
予見,よけん,oen
予言,よげん,oen
余弦,よげん,oen
預言,よげん,oen
予言者,よげんしゃ,oena
よこ,よこ,oo
横,よこ,oo
予後,よご,oo
よこあめ,よこあめ,ooae
よこいと,よこいと,ooio
予行,よこう,oou
予行演習,よこうえんしゅう,oouenuu
よこがお,よこがお,ooao
よこがき,よこがき,ooai
よこがすみ,よこがすみ,ooaui
よこかぜ,よこかぜ,ooae
よこがみやぶり,よこがみやぶり,ooaiaui
よこぎ,よこぎ,ooi
予告,よこく,oou
予告編,よこくへん,oouen
よこさめ,よこさめ,ooae
横軸,よこじく,ooiu
よこしま,よこしま,ooia
よこずき,よこずき,ooui
よこだおし,よこだおし,ooaoi
横丁,よこちょう,ooou
横町,よこちょう,ooou
よこっとび,よこっとび,oooi
よこづな,よこづな,oouna
よことび,よことび,oooi
よこどり,よこどり,oooi
よこながし,よこながし,oonaai
よこなみ,よこなみ,oonai
よこばいがらがらへび,よこばいがらがらへび,ooaiaaaaei
よこばら,よこばら,ooaa
よこぶえ,よこぶえ,ooue
予後不良,よごふりょう,oouou
横棒,よこぼう,ooou
よこめ,よこめ,ooe
横文字,よこもじ,oooi
よこやり,よこやり,ooai
よごれ,よごれ,ooe
よごれざめ,よごれざめ,ooeae
横恋慕,よこれんぼ,ooeno
よさ,よさ,oa
余罪,よざい,oai
余財,よざい,oai
よざくら,よざくら,oaua
予察,よさつ,oau
よさむ,よさむ,oau
よさめ,よさめ,oae
予算,よさん,oan
余算,よさん,oan
よし,よし,oi
由,ゆ,u
余事,よじ,oi
よしあし,よしあし,oiai
よしきり,よしきり,oiii
四次元,よじげん,oien
よしごい,よしごい,oioi
よしず,よしず,oiu
よしとい,よしとい,oioi
よしのぼり,よしのぼり,oinooi
よしみ,よしみ,oii
よしも,よしも,oio
予習,よしゅう,ouu
余臭,よしゅう,ouu
余剰,よじょう,oou
余情,よじょう,oou
よしわら,よしわら,oiaa
与信,よしん,oin
予審,よしん,oin
予診,よしん,oin
予震,よしん,oin
余震,よしん,oin
余人,よじん,oin
余燼,よじん,oin
よすが,よすが,oua
よすてびと,よすてびと,oueio
よせ,よせ,oe
よせあつめ,よせあつめ,oeaue
余勢,よせい,oei
余生,よせい,oei
よせうえ,よせうえ,oeue
よせぎ,よせぎ,oei
よせなみ,よせなみ,oenai
予選,よせん,oen
余喘,よぜん,oen
よそ,よそ,oo
予想,よそう,oou
予想外,よそうがい,oouai
よそおい,よそおい,oooi
予測,よそく,oou
よそごと,よそごと,oooo
四十歳,よんじゅうさい,onuuai
よそじ,よそじ,ooi
よそみ,よそみ,ooi
よそもの,よそもの,ooono
よぞら,よぞら,ooa
よたか,よたか,oaa
ヨタカ,よたか,oaa
余沢,よたく,oau
預託,よたく,oau
与奪,よだつ,oau
与太者,よたもの,oaono
よたり,よたり,oai
よだれ,よだれ,oae
与太郎,よたろう,oaou
予断,よだん,oan
余談,よだん,oan
予知,よち,oi
余地,よち,oi
予兆,よちょう,oou
預貯金,よちょきん,ooin
よっか,よっか,oa
翼下,よくか,oua
翼果,よくか,oua
よつがしら,よつがしら,ouaia
よつかど,よつかど,ouao
よつぎ,よつぎ,oui
欲求,よっきゅう,ouu
欲求不満,よっきゅうふまん,ouuuan
よつご,よつご,ouo
よったり,よったり,oai
よっつ,よっつ,ou
四時,よじ,oi
よつば,よつば,oua
よっぱらい,よっぱらい,oaai
よつゆ,よつゆ,ouu
予定,よてい,oei
与党,よとう,oou
よどおし,よどおし,oooi
よとぎ,よとぎ,ooi
余得,よとく,oou
余徳,よとく,oou
よどみ,よどみ,ooi
よなか,よなか,onaa
よなが,よなが,onaa
よにげ,よにげ,onie
四人,よにん,onin
余熱,よねつ,oneu
余念,よねん,onen
よのなか,よのなか,ononaa
よのひと,よのひと,onoio
余波,よは,oa
余白,よはく,oau
よばわり,よばわり,oaai
夜番,よばん,oan
予備,よび,oi
よびかけ,よびかけ,oiae
予備軍,よびぐん,oiun
呼び径,よびけい,oiei
予備校,よびこう,oiou
よびごえ,よびごえ,oioe
よびすて,よびすて,oiue
よびだし,よびだし,oiai
予備知識,よびちしき,oiiii
予備的,よびてき,oiei
よひとい,よひとい,oioi
よびな,よびな,oina
よふかし,よふかし,ouai
よふけ,よふけ,oue
よふけさふけ,よふけさふけ,oueaue
ヨプチャギ,よぷちゃぎ,ouai
余憤,よふん,oun
余分,よぶん,oun
余聞,よぶん,oun
予報,よほう,oou
予防,よぼう,oou
輿望,よぼう,oou
よほど,よほど,ooo
よみ,よみ,oi
よみあげ,よみあげ,oiae
よみかき,よみかき,oiai
よみきり,よみきり,oiii
よみじ,よみじ,oii
よみち,よみち,oii
よみもの,よみもの,oiono
よめ,よめ,oe
嫁,よめ,oe
余命,よめい,oei
よめいり,よめいり,oeii
ヨメナ,よめな,oena
よも,よも,oo
よもぎ,よもぎ,ooi
予約,よやく,oau
与野党,よやとう,oaou
余裕,よゆう,ouu
より,より,oi
よりあい,よりあい,oiai
よりいと,よりいと,oiio
よりき,よりき,oii
与力,よりき,oii
よりごのみ,よりごのみ,oionoi
よりつき,よりつき,oiui
よりどころ,よりどころ,oiooo
余力,よりょく,oou
よる,よる,ou
夜,よる,ou
よるがお,よるがお,ouao
よるがた,よるがた,ouaa
よるのとばり,よるのとばり,ounooai
よるべ,よるべ,oue
よろい,よろい,ooi
よろいあじ,よろいあじ,ooiai
よろこび,よろこび,oooi
よろず,よろず,oou
よろずや,よろずや,ooua
輿論,よろん,oon
世論調査,よろんちょうさ,oonoua
よわ,よわ,oa
余話,よわ,oa
よわい,よわい,oai
齢,れい,ei
よわき,よわき,oai
よわごし,よわごし,oaoi
よわさ,よわさ,oaa
よわたり,よわたり,oaai
よわね,よわね,oane
よわび,よわび,oai
よわふくみ,よわふくみ,oauui
よわみ,よわみ,oai
よわむし,よわむし,oaui
よん,よん,on
ヨン,よん,on
四,し,i
4R,4R,
よんかしら,よんかしら,onaia
よんがしら,よんがしら,onaia
4Q,4Q,
ヨンキュッパ,よんきゅっぱ,onua
四度,よんど,ono
四輪,よんりん,onin
羅,ら,a
ラ,ら,a
ラーゲリ,らーげり,aaei
ラーダン,らーだん,aaan
ラーテル,らーてる,aaeu
ラーメン,らーめん,aaen
拉麺,らーめん,aaen
ライ,らい,ai
来意,らいい,aii
来院,らいいん,aiin
雷雨,らいう,aiu
雷雲,らいうん,aiun
来園,らいえん,aien
来援,らいえん,aien
来演,らいえん,aien
来往,らいおう,aiou
ライオン,らいおん,aion
雷火,らいか,aia
来駕,らいが,aia
来夏,らいか,aia
ライガー,らいがー,aiaa
来会,らいかい,aiai
来簡,らいかん,aian
来翰,らいかん,aian
来観,らいかん,aian
来館,らいかん,aian
雷管,らいかん,aian
来季,らいき,aii
来崎,らいさき,aiai
来期,らいき,aii
来客,らいきゃく,aiau
雷撃,らいげき,aiei
来月,らいげつ,aieu
来光,らいこう,aiou
来寇,らいこう,aiou
来校,らいこう,aiou
来航,らいこう,aiou
来降,らいこう,aiou
雷光,らいこう,aiou
雷公,らいこう,aiou
来迎,らいごう,aiou
礼讃,らいさん,aian
礼賛,らいさん,aian
来旨,らいし,aii
礼紙,らいし,aii
来示,らいじ,aii
来社,らいしゃ,aia
来車,らいしゃ,aia
癩者,らいしゃ,aia
雷獣,らいじゅう,aiuu
来襲,らいしゅう,aiuu
来週,らいしゅう,aiuu
来集,らいしゅう,aiuu
来秋,らいしゅう,aiuu
来住,きし,ii
来春,らいしゅん,aiun
来書,らいしょ,aio
来場,らいじょう,aiou
来状,らいじょう,aiou
来信,らいしん,aiin
来診,らいしん,aiin
雷神,らいじん,aiin
ライス,らいす,aiu
ライスカレー,らいすかれー,aiuaee
来世,らいせ,aie
磊石,さざれいし,aaeii
ライセンス,らいせんす,aienu
雷装,らいそう,aiou
ライター,らいたー,aiaa
ライダー,らいだー,aiaa
来宅,らいたく,aiau
来談,らいだん,aian
来着,らいちゃく,aiau
ライチョウ,らいちょう,aiou
来朝,らいちょう,aiou
来聴,らいちょう,aiou
雷鳥,らいちょう,aiou
雷霆,らいてい,aiei
来店,らいてん,aien
来電,らいでん,aien
雷電,らいでん,aien
ライト,らいと,aio
礼堂,らいどう,aiou
雷同,らいどう,aiou
ライナー,らいなー,ainaa
来日,らいにち,ainii
来任,らいにん,ainin
ライニング,らいにんぐ,aininu
来年,らいねん,ainen
来年度,らいねんど,aineno
来泊,らいはく,aiau
ライバル,らいばる,aiau
癩病,らいびょう,aiou
来賓,らいひん,aiin
ライフ,らいふ,aiu
ライフキャスティング,らいふきゃすてぃんぐ,aiuaueinu
来復,らいふく,aiuu
来服,らいふく,aiuu
ライフサイエンス,らいふさいえんす,aiuaienu
ライフサイクル,らいふさいくる,aiuaiuu
ライフサイクルアセスメント,らいふさいくるあせすめんと,aiuaiuuaeueno
ライブスチーム,らいぶすちーむ,aiuuiiu
ライフセービング,らいふせーびんぐ,aiueeinu
ライフタイム,らいふたいむ,aiuaiu
ライフハック,らいふはっく,aiuau
ライフライン,らいふらいん,aiuain
ライブラリ,らいぶらり,aiuai
ライブラリー,らいぶらりー,aiuaii
来報,らいほう,aiou
来訪,らいほう,aiou
ライム,らいむ,aiu
雷鳴,らいめい,aiei
雷名,らいめい,aiei
来由,らいゆ,aiu
来遊,らいゆう,aiuu
磊落,らいらく,aiau
ライラック,らいらっく,aiau
来臨,らいりん,aiin
来歴,らいれき,aiei
ライン,らいん,ain
ラインマーカー,らいんまーかー,ainaaaa
ラウドスピーカー,らうどすぴーかー,auouiiaa
羅漢,らかん,aan
裸眼,らがん,aan
楽,らく,au
烙印,らくいん,auin
落胤,らくいん,auin
楽園,らくえん,auen
落書き,らくがき,auai
落款,らっかん,aan
落雁,らくがん,auan
落後,らくご,auo
落語,らくご,auo
落伍,らくご,auo
落語家,らくごか,auoa
落差,らくさ,aua
落札,らくさつ,auau
酪酸,らくさん,auan
落日,らくじつ,auiu
落車,らくしゃ,aua
落手,らくしゅ,auu
落首,らくしゅ,auu
落書,らくがき,auai
楽勝,らくしょう,auou
落掌,らくしょう,auou
落城,らくじょう,auou
落飾,らくしょく,auou
落成,らくせい,auei
落屑,らくせつ,aueu
落雪,らくせつ,aueu
落選,らくせん,auen
駱駝,らくだ,aua
ラクダ,らくだ,aua
落第,らくだい,auai
落胆,らくたん,auan
落着,らくちゃく,auau
落潮,おちしお,oiio
落丁,らくちょう,auou
落鳥,らくちょう,auou
楽天,らくてん,auen
楽土,らくど,auo
洛内,らくない,aunai
酪農,らくのう,aunou
落馬,らくば,aua
落剥,らくはく,auau
落魄,らくはく,auau
ラグビー,らぐびー,auii
落命,らくめい,auei
洛陽,らくよう,auou
落葉,おちば,oia
落陽,らくよう,auou
落葉広葉樹,らくようこうようじゅ,auouououu
落葉樹,らくようじゅ,auouu
落雷,らくらい,auai
落涙,らくるい,auui
ラクロス,らくろす,auou
ラザホージウム,らざほーじうむ,aaooiuu
螺子,ねじ,nei
ラジアル,らじある,aiau
ラジウム,らじうむ,aiuu
ラジオ,らじお,aio
ラジオカセットレコーダー,らじおかせっとれこーだー,aioaeoeooaa
裸子植物,らししょくぶつ,aiouuu
ラジャブ,らじゃぶ,aau
裸出,らしゅつ,auu
裸身,らしん,ain
羅針盤,らしんばん,ainan
ラス,らす,au
ラスール,らすーる,auuu
ラスト,らすと,auo
ラストスパート,らすとすぱーと,auouaao
ラズベリー,らずべりー,aueii
羅切,らせつ,aeu
羅刹,らせつ,aeu
螺旋,らせん,aen
裸族,らぞく,aou
邏卒,らそつ,aou
裸体,らたい,aai
埒,らち,ai
裸地,らち,ai
埒外,らちがい,aiai
埒内,らちない,ainai
らっこ,らっこ,ao
落果,らっか,aa
落花,らっか,aa
落下,らっか,aa
落下傘,らっかさん,aaan
落花生,らっかせい,aaei
楽観,らくかん,auan
ラッキー,らっきー,aii
落球,らっきゅう,auu
らっきょう,らっきょう,aou
落橋,らっきょう,aou
辣韭,らっきょう,aou
辣韮,らっきょう,aou
ラック,らっく,au
落慶,らっけい,aei
ラッコ,らっこ,ao
ラッシュ,らっしゅ,au
ラッシュガード,らっしゅがーど,auaao
拉致,らち,ai
ラット,らっと,ao
らっぱ,らっぱ,aa
ラッパ,らっぱ,aa
喇叭,らっぱ,aa
ラップタオル,らっぷたおる,auaou
辣腕,らつわん,auan
ラテン,らてん,aen
ラテンアメリカ,らてんあめりか,aenaeia
ラドン,らどん,aon
ラニーニャ,らにーにゃ,aniina
らぬきことば,らぬきことば,anuiooa
ラバ,らば,aa
裸馬,はだかうま,aaaua
騾馬,らば,aa
ラピスラズリ,らぴすらずり,aiuaui
裸婦,らふ,au
ラブ,らぶ,au
ラブコメ,らぶこめ,auoe
ラブコメディ,らぶこめでぃ,auoei
ラブコメディー,らぶこめでぃー,auoeii
ラブソング,らぶそんぐ,auonu
ラフティング,らふてぃんぐ,aueinu
ラフテレーンクレーン,らふてれーんくれーん,aueeenueen
ラフレシア,らふれしあ,aueia
ラペイエ,らぺいえ,aeie
ラベンダー,らべんだー,aenaa
螺髪,らほつ,aou
ラマ,らま,aa
ラマダン,らまだん,aaan
ラミントン,らみんとん,ainon
ラメ,らめ,ae
羅列,られつ,aeu
LAN,LAN,
ラン,らん,an
乱,らん,an
欄,らん,an
蘭,らん,an
覧,らん,an
卵黄,らんおう,anou
卵塊,らんかい,anai
欄外,らんがい,anai
乱獲,らんかく,anau
卵殻,らんかく,anau
濫獲,らんかく,anau
蘭学,らんがく,anau
卵管,らんかん,anan
欄干,らんかん,anan
乱気流,らんきりゅう,aniuu
卵形,たまごがた,aaoaa
ランゲージ,らんげーじ,aneei
乱撃,らんげき,anei
蘭語,らんご,ano
卵細胞,らんさいぼう,anaiou
乱雑,らんざつ,anau
乱視,らんし,ani
卵子,らんし,ani
卵歯,らんし,ani
乱射,らんしゃ,ana
爛熟,らんじゅく,anuu
濫觴,らんしょう,anou
ランス,らんす,anu
乱数,らんすう,anuu
乱世,らんせい,anei
卵生,らんせい,anei
卵巣,らんそう,anou
藍藻,らんそう,anou
乱造,らんぞう,anou
濫造,らんぞう,anou
ランタイム,らんたいむ,anaiu
ランタノイド,らんたのいど,ananoio
ランダム,らんだむ,anau
ランタン,らんたん,anan
ランチ,らんち,ani
乱痴気,らんちき,anii
乱闘,らんとう,anou
卵塔,らんとう,anou
蘭塔,らんとう,anou
蘭湯,らんとう,anou
ランドセル,らんどせる,anoeu
ランナー,らんなー,annaa
ランニング,らんにんぐ,anninu
ランニングコスト,らんにんぐこすと,anninuouo
ランバート,らんばーと,anaao
卵白,らんぱく,anau
乱伐,らんばつ,anau
濫伐,らんばつ,anau
乱発,らんぱつ,anau
乱髪,らんぱつ,anau
濫発,らんぱつ,anau
爛発,らんぱつ,anau
乱反射,らんはんしゃ,anana
乱筆,らんぴつ,aniu
ランプ,らんぷ,anu
卵胞,らんほう,anou
乱妨,らんぼう,anou
乱暴,らんぼう,anou
濫妨,らんぼう,anou
欄間,らんま,ana
乱麻,らんま,ana
卵膜,らんまく,anau
爛漫,らんまん,anan
乱脈,らんみゃく,anau
乱用,らんよう,anou
濫用,らんよう,anou
乱立,らんりつ,aniu
濫立,らんりつ,aniu
乱流,らんりゅう,anuu
利,り,i
リアクター,りあくたー,iauaa
リアリティー,りありてぃー,iaieii
リアル,りある,iau
リアルタイム,りあるたいむ,iauaiu
リーガル,りーがる,iiau
リーガル・マインド,りーがる・まいんど,iiauaino
リーク,りーく,iiu
リーグ,りーぐ,iiu
リース,りーす,iiu
リーダー,りーだー,iiaa
リーディング,りーでぃんぐ,iiinu
リーディング・ケース,りーでぃんぐ・けーす,iiinueeu
リード,りーど,iio
リードオルガン,りーどおるがん,iioouan
リーフレット,りーふれっと,iiueo
リーマン,りーまん,iian
吏員,りいん,iin
リーンアウト,りーんあうと,iinauo
リーンイン,りーんいん,iinin
リーンウィズ,りーんうぃず,iinuiu
リヴィング,りゔぃんぐ,iinu
利益,りえき,iei
リエル,りえる,ieu
離縁,りえん,ien
李下,りか,ia
李花,りか,ia
梨果,りか,ia
梨花,りか,ia
理科,りか,ia
籬下,りか,ia
理会,りかい,iai
理解,りかい,iai
利害,りがい,iai
理外,りがい,iai
利害関係,りがいかんけい,iaianei
利害関係者,りがいかんけいしゃ,iaianeia
理解力,りかいりょく,iaiou
リカオン,りかおん,iaon
理学,りがく,iau
利活用,りかつよう,iauou
罹患,りかん,ian
離間,りかん,ian
離岸,りがん,ian
利器,りき,ii
力学,りきがく,iiau
力学系,りきがくけい,iiauei
力士,りきし,iii
力車,りきしゃ,iia
力積,りきせき,iiei
力説,りきせつ,iieu
力戦,りきせん,iien
力漕,りきそう,iiou
力走,りきそう,iiou
力点,りきてん,iien
離宮,りきゅう,iuu
リキュール,りきゅーる,iuuu
力量,りきりょう,iiou
陸尉,りくい,iui
陸運,りくうん,iuun
陸海,りくかい,iuai
陸海空,りくかいくう,iuaiuu
陸海空軍,りくかいくうぐん,iuaiuuun
陸海軍,りくかいぐん,iuaiun
陸風,りくかぜ,iuae
陸亀,りくがめ,iuae
リクガメ,りくがめ,iuae
六義,りくぎ,iui
陸軍,りくぐん,iuun
陸佐,りくさ,iua
陸士,りくし,iui
陸自,りくじ,iui
六書,りくしょ,iuo
陸将,りくしょう,iuou
陸相,りくしょう,iuou
陸上,りくじょう,iuou
陸上競技,りくじょうきょうぎ,iuououi
陸水,りくすい,iuui
陸棲,りくせい,iuei
陸生,りくせい,iuei
陸戦隊,りくせんたい,iuenai
陸曹,りくそう,iuou
陸地,りくち,iui
理屈,りくつ,iuu
理窟,りくつ,iuu
りくつづき,りくつづき,iuuui
陸稲,りくとう,iuou
陸幕,りくばく,iuau
陸兵,りくへい,iuei
リクライニングシート,りくらいにんぐしーと,iuaininuiio
リクルート,りくるーと,iuuuo
陸路,りくろ,iuo
理系,りけい,iei
利剣,りけん,ien
利権,りけん,ien
俚言,りげん,ien
俚諺,りげん,ien
利己,りこ,io
利口,りこう,iou
履行,りこう,iou
離合,りごう,iou
リコール,りこーる,ioou
利己主義,りこしゅぎ,ioui
リコーダー,りこーだー,iooaa
リコルク,りこるく,iouu
利根,とね,one
離婚,りこん,ion
罹災,りさい,iai
リサイクル,りさいくる,iaiuu
離散,りさん,ian
離散化,りさんか,iana
離散数学,りさんすうがく,ianuuau
利子,りし,ii
理事,りじ,ii
李詩,りし,ii
履修,りしゅう,iuu
利潤,りじゅん,iun
利生,としお,oio
離床,りしょう,iou
離礁,りしょう,iou
利殖,りしょく,iou
離職,りしょく,iou
利刃,りじん,iin
里人,さとびと,aoio
りす,りす,iu
栗鼠,くりねずみ,uineui
リス,りす,iu
離水,りすい,iui
里数,りすう,iuu
理数,りすう,iuu
リスク,りすく,iuu
リスクヘッジ,りすくへっじ,iuuei
りすざる,りすざる,iuau
リスザル,りすざる,iuau
リスト,りすと,iuo
リストア,りすとあ,iuoa
リストアップ,りすとあっぷ,iuoau
リストラ,りすとら,iuoa
リストラクチュアリング,りすとらくちゅありんぐ,iuoauuainu
リスニング,りすにんぐ,iuninu
リスニングテスト,りすにんぐてすと,iuninueuo
リスペクト,りすぺくと,iueuo
リズム,りずむ,iuu
理世,みちよ,iio
理性,りせい,iei
里正,りせい,iei
離籍,りせき,iei
離席,りせき,iei
リセット,りせっと,ieo
理想,りそう,iou
理想気体,りそうきたい,iouiai
理想郷,りそうきょう,iouou
理想主義,りそうしゅぎ,iouui
リソース,りそーす,ioou
利息,りそく,iou
理即,りそく,iou
俚俗,りぞく,iou
里俗,りぞく,iou
離村,りそん,ion
リターン,りたーん,iaan
里内,さとうち,aoui
利沢,りたく,iau
離脱,りだつ,iau
理智,まさとも,aaoo
理知,りち,ii
理致,りち,ii
リチウム,りちうむ,iiuu
律儀,りちぎ,iii
律義,りちぎ,iii
理知的,りちてき,iiei
離着陸,りちゃくりく,iauiu
律,りつ,iu
率,りつ,iu
立案,りつあん,iuan
立夏,りっか,ia
立花,たちばな,aiana
立華,りっか,ia
立脚,りっきゃく,iau
立脚点,りっきゃくてん,iauen
陸橋,りっきょう,iou
立件,りっけん,ien
立憲,りっけん,ien
立言,りつげん,iuen
立項,りっこう,iou
立候補,りっこうほ,iouo
立国,りっこく,iou
律師,りっし,ii
立志,りっし,ii
律詩,りっし,ii
リッジ,りっじ,ii
立者,たてもの,aeono
